seq,title,year,journal,doi,extraction_priority,decision,reason
836,The role of human mobility in promoting Chinese outward FDI: A neglected factor?,2013,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2012.06.001,1_DOI_FIRST,UNSURE,title_insufficient
837,The determinants of foreign giving: An exploratory empirical investigation of US manufacturing firms,2013,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2012.05.005,1_DOI_FIRST,UNSURE,title_insufficient
838,Geography and the Determinants of Firm Exports in Indonesia,2013,WORLD DEVELOPMENT,,2_NO_DOI_MANUAL,N,HARD:ant:determinants
839,Internationalisation and firm performance: state of empirical research efforts and need for improved approaches,2013,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2013.052834,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
840,Using export market performance to evaluate regional preferential policies in China,2013,REVIEW OF WORLD ECONOMICS,10.1007/s10290-012-0145-y,1_DOI_FIRST,Y,STRONG:SI:exp_perf
841,Firms' exporting and importing activities: is there a two-way relationship?,2013,REVIEW OF WORLD ECONOMICS,10.1007/s10290-012-0137-y,1_DOI_FIRST,UNSURE,title_insufficient
842,Global cities and multinational enterprise location strategy,2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/9781137472311_6,1_DOI_FIRST,N,HARD:strat:location_strat
843,The dynamics of exports and R&D in SMEs,2013,SMALL BUSINESS ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
844,Top management teams and the performance of entrepreneurial firms,2013,SMALL BUSINESS ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
845,The effect of institutional quality on firm export performance in emerging economies: a contingency model of firm age an,2013,SMALL BUSINESS ECONOMICS,10.1007/s11187-011-9395-7,1_DOI_FIRST,Y,STRONG:SI:exp_perf
846,Determinants of degree of internationalization for US restaurant firms,2013,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,,2_NO_DOI_MANUAL,N,HARD:ant:determinants
847,Foreign Entry and Profitability of Domestic Firms: Evidence from China,2013,ASIAN ECONOMIC PAPERS,10.1162/asep_a_00206,1_DOI_FIRST,UNSURE,title_insufficient
848,Ownership and technical efficiency in Malaysia's automotive industry: A stochastic frontier production function analysis,2013,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2011.571702,1_DOI_FIRST,UNSURE,title_insufficient
849,Liability of country foreignness and liability of regional foreignness: Their effects on geographic diversification and ,2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.21,1_DOI_FIRST,Y,STRONG:SI:lof_perf
850,Practical Framework for Measuring Performance of International Construction Firms,2013,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
851,Does board social capital influence chief executive officers' investment decisions in research and development?,2013,R & D MANAGEMENT,10.1111/radm.12025,1_DOI_FIRST,UNSURE,title_insufficient
852,The determinants of innovation in green supply chains: evidence from an Italian sectoral study,2013,R & D MANAGEMENT,10.1111/radm.12020,1_DOI_FIRST,UNSURE,title_insufficient
853,Emerging market characteristics and supply network adjustments in internationalising food supply chains,2013,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.1016/j.ijpe.2013.04.038,1_DOI_FIRST,UNSURE,title_insufficient
854,The role of corporations in economic development: Albania on its way to internationalisation,2013,POST-COMMUNIST ECONOMIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
855,The income elasticity of demand and firm performance of US restaurant companies by restaurant type during recessions,2013,TOURISM ECONOMICS,10.5367/te.2013.0250,1_DOI_FIRST,UNSURE,title_insufficient
856,Do indigenous firms incur a liability of localness when operating in their home market? The case of China,2013,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.09.004,1_DOI_FIRST,UNSURE,title_insufficient
857,Internationalization and innovation of firms: evidence and policy,2013,ECONOMIC POLICY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
858,Anti-dumping Duties and their Impact on Exporters: Firm Level Evidence from China,2013,WORLD DEVELOPMENT,10.1016/j.worlddev.2013.05.018,1_DOI_FIRST,UNSURE,title_insufficient
859,Born local: toward a theory of new venture's choice of internationalization,2013,SMALL BUSINESS ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
860,Does Trade Foster Employment Growth in Emerging Markets? Evidence from Turkey,2013,WORLD DEVELOPMENT,10.1016/j.worlddev.2013.06.003,1_DOI_FIRST,UNSURE,title_insufficient
861,Determinants of involuntary cross-listing: US restaurant companies' perspective,2013,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2012-0185,1_DOI_FIRST,UNSURE,title_insufficient
862,Internationalization of the postdoctorate in the United States: analyzing the demand for international postdoc labor,2013,HIGHER EDUCATION,10.1007/s10734-013-9621-0,1_DOI_FIRST,UNSURE,title_insufficient
863,How global is R&D? Firm-level determinants of home-country bias in R&D,2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
864,Firm capabilities and the performance in regional polarization,2013,MANAGEMENT DECISION,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
865,R&D offshoring and the productivity growth of European regions,2013,RESEARCH POLICY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
866,"FDI Structure, Investment Specificity, and Multinationality Value under Host Market Uncertainty",2013,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-013-0181-4,1_DOI_FIRST,Y,STRONG:SI:multi_value
867,"International commitment, post-entry growth and survival of international new ventures",2014,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2013.01.001,1_DOI_FIRST,UNSURE,title_insufficient
868,Modes of international activities and the innovativeness of firms: an empirical analysis based on the Japanese National ,2014,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,10.1080/10438599.2014.904540,1_DOI_FIRST,UNSURE,title_insufficient
869,Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,2014,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
870,Host-Country Related Risk Factors in International Construction: Meta-Analysis,2014,MEGARON,10.5505/megaron.2014.17894,1_DOI_FIRST,UNSURE,title_insufficient
871,INTERNET MARKETING BENEFITS FOR SOUTH AFRICAN SME OWNER-MANAGERS,2014,JOURNAL FOR NEW GENERATION SCIENCES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
872,ITALIAN MANUFACTURING AND SERVICE FIRMS LABOR PRODUCTIVITY: A LONGITUDINAL QUANTILE REGRESSION ANALYSIS,2014,STATISTICA,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
873,ORGANIZING EXPORT STRATEGIES,2014,ORCHESTRATION OF THE GLOBAL NETWORK ORGANIZATION,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
874,"The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Bal",2014,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
875,Moderating influence of internal resources on cluster externalities,2014,EUROMED JOURNAL OF BUSINESS,10.1108/emjb-04-2013-0014,1_DOI_FIRST,UNSURE,title_insufficient
876,"Policy effectiveness and ""misalignment"" with firms' strategies A study of pro-internationalization incentives",2014,MULTINATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
877,Analysis of the profitability of the Spanish business sector with investment presence in China,2014,MEASURING BUSINESS EXCELLENCE,10.1108/mbe-05-2013-0032,1_DOI_FIRST,UNSURE,title_insufficient
878,Export performance: multiple predictors and multiple measures approach,2014,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-11-2012-0119,1_DOI_FIRST,Y,STRONG:SI:exp_perf
879,"Electronic commerce adoption, entrepreneurial orientation and small- and medium-sized enterprise (SME) performance",2014,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,10.1108/jsbed-10-2013-0145,1_DOI_FIRST,UNSURE,title_insufficient
880,"An explanation of firms' internationalisation modes, blending firm heterogeneity and spatial agglomeration: microevidenc",2014,ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,10.1068/a4690,1_DOI_FIRST,UNSURE,title_insufficient
881,The alchemy of family enterprises' internationalisation: dexterous movers or prodigal laggards?,2014,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2014.064902,1_DOI_FIRST,UNSURE,title_insufficient
882,Is more always better? Risk trade-offs among internationalizing new ventures,2014,EUROPEAN BUSINESS REVIEW,10.1108/ebr-02-2013-0030,1_DOI_FIRST,UNSURE,title_insufficient
883,AN EXPOSITION OF RESOURCE CAPABILITIES FOR SMES IN THE EMERGING MARKETS,2014,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
884,Determinants of engaging in business combinations through partial acquisitions,2014,SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDA,10.1080/02102412.2014.910911,1_DOI_FIRST,UNSURE,title_insufficient
885,The Impact of Public Support on SMEs' Outward FDI: Evidence from Italy*,2014,JOURNAL OF SMALL BUSINESS MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
886,Antecedents and consequences of replacing international independent intermediaries,2014,EUROPEAN BUSINESS REVIEW,10.1108/ebr-09-2013-0118,1_DOI_FIRST,UNSURE,title_insufficient
887,"Founder-key leaders, group-level decision teams, and the international expansion of business groups Evidence from Taiwan",2014,INTERNATIONAL MARKETING REVIEW,10.1108/imr-07-2012-0120,1_DOI_FIRST,UNSURE,title_insufficient
888,Does internationalization make a difference? Stock market reaction to announcements of international top executive appoi,2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.11.003,1_DOI_FIRST,UNSURE,title_insufficient
889,Earliness of internationalization and performance outcomes: Exploring the moderating effects of venture age and internat,2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.10.001,1_DOI_FIRST,Y,STRONG:SI:intl_perf
890,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12019,1_DOI_FIRST,UNSURE,title_insufficient
891,"Big Pharma, little science? A bibliometric perspective on Big Pharma's R&D decline",2014,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.2139/ssrn.2012878,1_DOI_FIRST,N,HARD:meth:bibliometric
892,Explaining Export Performance in the Spanish Defense Industry,2014,DEFENCE AND PEACE ECONOMICS,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
893,How Do Local Knowledge Spillovers and Experience Affect Export Performance?,2014,EUROPEAN PLANNING STUDIES,10.1080/09654313.2012.741570,1_DOI_FIRST,Y,STRONG:SI:exp_perf
894,Foreign ownership and firm performance in German services,2013,SERVICE INDUSTRIES JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
895,International Experience in International Business Research: A Conceptualization and Exploration of Key Themes,2013,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,10.1111/j.1468-2370.2012.00338.x,1_DOI_FIRST,UNSURE,title_insufficient
896,Internationalization and financial health in the US hotel industry,2014,TOURISM ECONOMICS,,2_NO_DOI_MANUAL,N,HARD:oob:health
897,Profitability and Speed of Foreign Market Entry,2014,MANAGEMENT INTERNATIONAL REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
898,Export behaviour of SMEs in transition countries,2014,SMALL BUSINESS ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
899,The role of services for manufacturing firm exports,2014,REVIEW OF WORLD ECONOMICS,10.1007/s10290-013-0171-4,1_DOI_FIRST,UNSURE,title_insufficient
900,The impact of MNE cultural diversity on the internationalization-performance relationship Theory and evidence from Europ,2014,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
901,A national competitiveness-based portfolio approach for international strategic management: illustrated with the case of,2014,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2014.058494,1_DOI_FIRST,UNSURE,title_insufficient
902,Strategy in family business: Recent findings and future challenges,2013,LANDSCAPE OF FAMILY BUSINESS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
903,CEO Tenure and R&D Investment: The Moderating Effect of Board Capital,2013,JOURNAL OF APPLIED BEHAVIORAL SCIENCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
904,How do firms combine different internationalisation modes? A multivariate probit approach,2013,REVIEW OF WORLD ECONOMICS,10.1007/s10290-013-0162-5,1_DOI_FIRST,UNSURE,title_insufficient
905,A synergy effect of internationalization and firm size on performance US hotel industry,2014,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
906,"OWNERSHIP, TECHNOLOGICAL CAPABILITIES AND EXPORTS OF GARMENT FIRMS IN MYANMAR",2013,TECHNOLOGICAL AND ECONOMIC DEVELOPMENT OF ECONOMY,10.3846/20294913.2013.869513,1_DOI_FIRST,UNSURE,title_insufficient
907,Differential empirical innovation factors for Spain and the UK,2014,RESEARCH POLICY,10.1016/j.respol.2013.10.013,1_DOI_FIRST,UNSURE,title_insufficient
908,"Information Costs in International Business: Analyzing the Effects of Economies of Scale, Cultural Diversity and Decentr",2014,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-013-0187-y,1_DOI_FIRST,UNSURE,title_insufficient
909,Absorptive capacity from foreign direct investment in Spanish manufacturing firms,2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.06.006,1_DOI_FIRST,UNSURE,title_insufficient
910,Expanding to outward foreign direct investment or not? A multi-dimensional analysis of entry mode transformation of Chin,2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.06.001,1_DOI_FIRST,N,HARD:ant:entry_mode
911,Revisiting the entrepreneur gender-performance relationship: a firm perspective,2014,SMALL BUSINESS ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
912,Internationalisation of Family Business: The Effect of Ownership and Generation Involvement,2014,ANTHROPOLOGIST,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
913,International expansion of US full-service restaurants: Positive and increasing effects on financial performance,2014,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2014.02.001,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
914,Public and Corporate Governance and Young Global Entrepreneurial Firms,2014,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,10.1111/corg.12059,1_DOI_FIRST,N,HARD:gov:corp_gov
915,An Empirical Analysis of the Effect of Internationalization on the Performance of Unlisted Family and Nonfamily Firms in,2014,FAMILY BUSINESS REVIEW,10.1177/0894486513491588,1_DOI_FIRST,Y,STRONG:SI:intl_perf
916,International network management for the purpose of host market expansion: The mediating effect of co-innovation in the ,2014,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
917,FDI SPILLOVERS OVER TIME IN AN EMERGING MARKET: THE ROLES OF ENTRY TENURE AND BARRIERS TO IMITATION,2014,ACADEMY OF MANAGEMENT JOURNAL,10.5465/amj.2011.0351,1_DOI_FIRST,UNSURE,title_insufficient
918,Small and medium-sized enterprise internationalisation strategy and performance in times of market turbulence,2014,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242613497744,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
919,Moderators on international diversification of advanced emerging market firms,2014,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2013.04.006,1_DOI_FIRST,UNSURE,title_insufficient
920,Spillovers through backward linkages and the export performance of business services. Evidence from a sample of Italian ,2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.09.003,1_DOI_FIRST,Y,STRONG:SI:exp_perf
921,Diaspora Investments and Firm Export Performance in Selected Sub-Saharan African Countries,2014,WORLD DEVELOPMENT,10.1016/j.worlddev.2014.02.006,1_DOI_FIRST,Y,STRONG:SI:exp_perf
922,Internationalisation of R&D: A Brief Survey of the Literature,2014,INTERNATIONALISATION OF BUSINESS R&D,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
923,"Entrepreneurial orientation and international scope: The differential roles of innovativeness, proactiveness, and risk-t",2014,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2013.07.004,1_DOI_FIRST,N,HARD:ant:eo_intl
924,A network view of MNC embeddedness in a politically uncertain market: the case of Turkey,2014,BUSINESS AND POLITICS,10.1515/bap-2013-0013,1_DOI_FIRST,UNSURE,title_insufficient
925,Contextualization and the advancement of entrepreneurship research,2014,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
926,The influence of political risk on the scope of internationalization of regulated companies: Insights from a Spanish sam,2014,JOURNAL OF WORLD BUSINESS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
927,International diversification and firm performance: the moderating effects of corporate governance,2014,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,2_NO_DOI_MANUAL,N,HARD:gov:corp_gov
928,The moderating role of brand diversification on the relationship between geographic diversification and firm performance,2014,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2013.01.001,1_DOI_FIRST,UNSURE,title_insufficient
929,Regulatory Environment and Firm Performance in EU Telecommunications Services,2014,REVIEW OF NETWORK ECONOMICS,10.1515/rne-2014-0030,1_DOI_FIRST,UNSURE,title_insufficient
930,The determinants of the internationalization speed of Portuguese university spin-offs: An empirical investigation,2014,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-014-0132-6,1_DOI_FIRST,N,HARD:ant:intl_speed
931,How can emerging market small and medium-sized enterprises maximise internationalisation benefits? The moderating effect,2014,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242613503356,1_DOI_FIRST,UNSURE,title_insufficient
