seq,priority,doi_available,year,authors,title,journal,doi,access_link,icrv,dpl,doi_type,fp_type,country,cdai,n,r,coding_warning,notes,extracted
733,Low,Y,2009,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,https://doi.org/10.1016/j.ijhm.2009.04.002,1,2,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
755,Low,Y,2007,"Nes, Erik B.; Solberg, Carl Arthur; Silkoset, Ragnhild",The impact of national culture and communication on exporter-distributor relations and on export performance,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.008,https://doi.org/10.1016/j.ibusrev.2007.01.008,,2,,Export/operational,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
756,Low,Y,2007,"Filatotchev, Igor; Isachenkova, Natalia; Mickiewicz, Tomasz","Corporate governance, managers' independence, exporting, and performance of firms in transition economies",EMERGING MARKETS FINANCE AND TRADE,10.2753/ree1540-496x430504,https://doi.org/10.2753/ree1540-496x430504,2,2,,TBD,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed,N
772,Low,Y,2003,"Goerzen, A; Beamish, PW",Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.357,https://doi.org/10.1002/smj.357,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
135,Low,N,2024,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",ESG and firm performance: The effects of foreigners on board and export orientation,BUSINESS STRATEGY AND DEVELOPMENT,,https://scholar.google.com/scholar?q=ESG+and+firm+performance:+The+effects+of+foreigners+on+board+and+export+orientation,,3,,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
172,Low,N,2023,"Kang, Che-Yung; Kim, Min-Ho",Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,https://scholar.google.com/scholar?q=Born+Global+Strategies+and+the+Corporate+Performance+of+Korean+Firms,1,3,,firm_performance,Korea,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
399,Low,N,2019,"de Rassenfosse, Gaetan; Thomson, Russell",R&D offshoring and home industry productivity,INDUSTRIAL AND CORPORATE CHANGE,,https://scholar.google.com/scholar?q=R&D+offshoring+and+home+industry+productivity,,3,,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:subsidiaries+fp,N
416,Low,N,2018,"Sophia, S. Felix; Gayathri, J.",Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,PACIFIC BUSINESS REVIEW INTERNATIONAL,,https://scholar.google.com/scholar?q=Firm+Size+and+Performance+with+special+reference+to+Multinational+Pharmaceutical+Firms,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
429,Low,N,2018,"Gu, Jinlong; Yang, Yong; Strange, Roger","Location choice, ownership structure and multinational performance",MULTINATIONAL BUSINESS REVIEW,,"https://scholar.google.com/scholar?q=Location+choice,+ownership+structure+and+multinational+performance",,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
500,Low,N,2016,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea","R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,"https://scholar.google.com/scholar?q=R&D+investments,+financing+constraints,+exporting+and+productivity",,3,,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
525,Low,N,2016,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",Rethinking the Literature on the Performance of Chinese Multinational Enterprises,MANAGEMENT AND ORGANIZATION REVIEW,,https://scholar.google.com/scholar?q=Rethinking+the+Literature+on+the+Performance+of+Chinese+Multinational+Enterprises,2,3,other,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
648,Low,N,2013,"Castellani, Davide; Pieri, Fabio",R&D offshoring and the productivity growth of European regions,RESEARCH POLICY,,https://scholar.google.com/scholar?q=R&D+offshoring+and+the+productivity+growth+of+European+regions,1,3,,Productivity,Europe,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:subsidiaries+fp; icrv_auto:country:europe,N
680,Low,N,2012,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,https://scholar.google.com/scholar?q=Proactive+management+of+political+risk+and+corporate+performance:+The+case+of+Spanish+multinational+enterprises,1,3,other,firm_performance,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
750,Low,N,2007,"Li, Lei; Li, Dan",TESTING THE GLOBAL AND REGIONAL STRATEGIES OF MULTINATIONAL ENTERPRISES,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,https://scholar.google.com/scholar?q=TESTING+THE+GLOBAL+AND+REGIONAL+STRATEGIES+OF+MULTINATIONAL+ENTERPRISES,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
777,Low,N,2000,"Gao, T",Exchange rate movements and the profitability of US multinationals,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,,https://scholar.google.com/scholar?q=Exchange+rate+movements+and+the+profitability+of+US+multinationals,1,2,other,financial_perf,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf,N
780,Low,N,1998,"Campi, C; La Bella, A",Analysis of the interaction between regional R&D productivity and the investment strategies of multinational enterprises,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,https://scholar.google.com/scholar?q=Analysis+of+the+interaction+between+regional+R&D+productivity+and+the+investment+strategies+of+multinational+enterprises,,1,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
