seq,extraction_priority,icrv,dpl,fp_type,internationalization_measure_guess,model_type,title,authors,year,journal,doi,doi_link,google_scholar,fulltext_screening_decision,sample_size_n,reported_coefficient,t_value,df_for_t,p_value,converted_r,conversion_formula,performance_measure_guess,country_guess,region_guess,study_period_start,study_period_end,curve_type,ready_for_r,notes_for_extractor,extracted_by,is_oa,oa_status,pdf_url,best_url
1842,1_DOI_FIRST,2,3,composite,fsts,,Does Corporate ESG Performance Improve Export Intensity? Evidence from Chinese Listed Firms,"Wu, Qinglan; Chen, Guifu; Han, Jing; Wu, Liyan",2022,SUSTAINABILITY,10.3390/su142012981,https://doi.org/10.3390/su142012981,https://scholar.google.com/scholar?q=Does%20Corporate%20ESG%20Performance%20Improve%20Export%20Intensity%3F%20Evidence%20from%20Chinese%20Listed%20Firms,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.mdpi.com/2071-1050/14/20/12981/pdf?version=1665648089,https://www.mdpi.com/2071-1050/14/20/12981/pdf?version=1665648089
2330,1_DOI_FIRST,,3,composite,,,Comparing Developed and Emerging Countries Exporting Performance: Does Strategic Choice or Environmental Pressure Matter?,Gunawan J.,2022,Global Journal of Flexible Systems Management,10.1007/s40171-022-00308-x,https://doi.org/10.1007/s40171-022-00308-x,https://scholar.google.com/scholar?q=Comparing%20Developed%20and%20Emerging%20Countries%20Exporting%20Performance%3A%20Does%20Strategic%20Choice%20or%20Environmental%20Pressure%20Matter,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2332,1_DOI_FIRST,2,3,composite,fsts,,Performance feedback and export intensity of Chinese private firms: Moderating roles of institution-related factors,Dong M.,2022,International Business Review,10.1016/j.ibusrev.2021.101948,https://doi.org/10.1016/j.ibusrev.2021.101948,https://scholar.google.com/scholar?q=Performance%20feedback%20and%20export%20intensity%20of%20Chinese%20private%20firms%3A%20Moderating%20roles%20of%20institution-related%20factors,Y,,,,,,,,,,,,,,0,source:scopus,,True,green,,https://audencia.hal.science/hal-03628381
2335,1_DOI_FIRST,3,3,productivity,fsts,panel,What Determines Profitability in the Indian Automobile Industry?,Tyagi S.,2022,Indian Economic Journal,10.1177/00194662211063574,https://doi.org/10.1177/00194662211063574,https://scholar.google.com/scholar?q=What%20Determines%20Profitability%20in%20the%20Indian%20Automobile%20Industry%3F,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2336,1_DOI_FIRST,1,3,composite,,,Internationalisation and the performance of German firms,Capar N.,2022,Journal for Global Business Advancement,10.1504/jgba.2022.127205,https://doi.org/10.1504/jgba.2022.127205,https://scholar.google.com/scholar?q=Internationalisation%20and%20the%20performance%20of%20German%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2340,1_DOI_FIRST,3,3,composite,composite,sem,The Importance of Interfirm Networks in Enhancing Innovation Capability and Exporting in High-Tech Industry,Noerlina ,2022,Hightech and Innovation Journal,10.28991/hij-sp2022-03-05,https://doi.org/10.28991/hij-sp2022-03-05,https://scholar.google.com/scholar?q=The%20Importance%20of%20Interfirm%20Networks%20in%20Enhancing%20Innovation%20Capability%20and%20Exporting%20in%20High-Tech%20Industry,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://hightechjournal.org/index.php/HIJ/article/download/310/87,https://hightechjournal.org/index.php/HIJ/article/download/310/87
2342,1_DOI_FIRST,,3,composite,,,A Strategy for the Growth and Internationalization of Companies: International Mergers and Acquisitions,Neamat S.,2022,Journal of Applied Science and Technology Trends,10.38094/jastt302133,https://doi.org/10.38094/jastt302133,https://scholar.google.com/scholar?q=A%20Strategy%20for%20the%20Growth%20and%20Internationalization%20of%20Companies%3A%20International%20Mergers%20and%20Acquisitions,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://jastt.org/index.php/jasttpath/article/download/133/43,https://jastt.org/index.php/jasttpath/article/download/133/43
473,1_DOI_FIRST,1,3,financial_perf,Degree of internationalization/multinationality,,Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,"Alnori, Faisal",2021,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,https://doi.org/10.1111/jifm.12134,https://scholar.google.com/scholar?q=Exploring%20nonlinear%20linkage%20between%20profitability%20and%20leverage%3A%20US%20multinational%20versus%20domestic%20corporations,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
471,1_DOI_FIRST,,3,financial_perf,Export intensity,,No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",2021,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00360-8,https://doi.org/10.1057/s41267-020-00360-8,https://scholar.google.com/scholar?q=No%20place%20like%20home%3A%20The%20effect%20of%20exporting%20to%20the%20country%20of%20origin%20on%20the%20financial%20performance%20of%20immigrant-owned%20SMEs,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
472,1_DOI_FIRST,,3,Productivity,Export intensity,,Export status and SME productivity: Learning-to-export versus learning-by-exporting,"Gkypali, Areti; Love, James H.; Roper, Stephen",2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,https://doi.org/10.1016/j.jbusres.2021.02.026,https://scholar.google.com/scholar?q=Export%20status%20and%20SME%20productivity%3A%20Learning-to-export%20versus%20learning-by-exporting,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Productivity,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
1539,1_DOI_FIRST,,3,composite,,,The Effect of Internationalization on Firm Performance: A Moderating Role of Heterogeneity in TMTs' Nationality,"Song, Sujin; Lee, Seoki",2021,CORNELL HOSPITALITY QUARTERLY,10.1177/1938965520958703,https://doi.org/10.1177/1938965520958703,https://scholar.google.com/scholar?q=The%20Effect%20of%20Internationalization%20on%20Firm%20Performance%3A%20A%20Moderating%20Role%20of%20Heterogeneity%20in%20TMTs%27%20Nationality,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1544,1_DOI_FIRST,,3,composite,,,Debt-performance relationship and firms' international trade activities,"Forte, Rosa; Botelho, Andreia",2021,MANAGERIAL FINANCE,10.1108/mf-04-2020-0162,https://doi.org/10.1108/mf-04-2020-0162,https://scholar.google.com/scholar?q=Debt-performance%20relationship%20and%20firms%27%20international%20trade%20activities,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1549,1_DOI_FIRST,,3,,,,Big data analytics (BDA) and degree of internationalization: the interplay between governance of BDA infrastructure and BDA capabilities,"Bertello, Alberto; Ferraris, Alberto; Bresciani, Stefano; De Bernardi, Paola",2021,JOURNAL OF MANAGEMENT & GOVERNANCE,10.1007/s10997-020-09542-w,https://doi.org/10.1007/s10997-020-09542-w,https://scholar.google.com/scholar?q=Big%20data%20analytics%20%28BDA%29%20and%20degree%20of%20internationalization%3A%20the%20interplay%20between%20governance%20of%20BDA%20infrastructure%20and%20,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10997-020-09542-w.pdf,https://link.springer.com/content/pdf/10.1007/s10997-020-09542-w.pdf
1550,1_DOI_FIRST,0,3,composite,,,Global value chains and technology transfer: new evidence from developing countries,"Rigo, Davide",2021,REVIEW OF WORLD ECONOMICS,10.1007/s10290-020-00398-8,https://doi.org/10.1007/s10290-020-00398-8,https://scholar.google.com/scholar?q=Global%20value%20chains%20and%20technology%20transfer%3A%20new%20evidence%20from%20developing%20countries,Y,,,,,,,,,,,,,,0,source:multi,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10290-020-00398-8.pdf,https://link.springer.com/content/pdf/10.1007/s10290-020-00398-8.pdf
1558,1_DOI_FIRST,3,3,composite,fsts,panel,Innovation and firm growth in agricultural inputs industry: empirical evidence from India,"Manogna, R. L.",2021,JOURNAL OF AGRIBUSINESS IN DEVELOPING AND EMERGING ECONOMIES,10.1108/jadee-07-2020-0156,https://doi.org/10.1108/jadee-07-2020-0156,https://scholar.google.com/scholar?q=Innovation%20and%20firm%20growth%20in%20agricultural%20inputs%20industry%3A%20empirical%20evidence%20from%20India,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1563,1_DOI_FIRST,2,3,composite,fsts,ols,Environmental policies and financial performance: stock market reaction to firms for their proactive environmental practices recognized by governmental programs,"Chen, Yuan; Singhal, Vinod; Zhu, Qinghua",2021,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2693,https://doi.org/10.1002/bse.2693,https://scholar.google.com/scholar?q=Environmental%20policies%20and%20financial%20performance%3A%20stock%20market%20reaction%20to%20firms%20for%20their%20proactive%20environmental%20pract,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1603,1_DOI_FIRST,3,3,composite,fsts,,Does investment in innovation impact firm performance in emerging economies? An empirical investigation of the Indian food and agricultural manufacturing industry,"Manogna, R. L.; Mishra, Aswini Kumar",2021,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE,10.1108/ijis-07-2020-0104,https://doi.org/10.1108/ijis-07-2020-0104,https://scholar.google.com/scholar?q=Does%20investment%20in%20innovation%20impact%20firm%20performance%20in%20emerging%20economies%3F%20An%20empirical%20investigation%20of%20the%20Indian%20fo,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1604,1_DOI_FIRST,0,3,composite,,,"International diversification, ownership structure and performance in an emerging market: evidence from Chile","Espinosa-Mendez, Christian; Araya-Castillo, Luis; Jara Bertin, Mauricio; Gorigoitia, Juan",2021,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,10.1080/1331677x.2020.1820359,https://doi.org/10.1080/1331677x.2020.1820359,https://scholar.google.com/scholar?q=International%20diversification%2C%20ownership%20structure%20and%20performance%20in%20an%20emerging%20market%3A%20evidence%20from%20Chile,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://www.tandfonline.com/doi/pdf/10.1080/1331677X.2020.1820359?needAccess=true,https://www.tandfonline.com/doi/pdf/10.1080/1331677X.2020.1820359?needAccess=true
1607,1_DOI_FIRST,,3,composite,,,Exploring the role of international R&D activities in the impact of technological and marketing capabilities on SMEs' performance,"Davcik, Nebojsa S.; Cardinali, Silvio; Sharma, Piyush; Cedrola, Elena",2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.04.042,https://doi.org/10.1016/j.jbusres.2020.04.042,https://scholar.google.com/scholar?q=Exploring%20the%20role%20of%20international%20R%26D%20activities%20in%20the%20impact%20of%20technological%20and%20marketing%20capabilities%20on%20SMEs%27%20pe,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://www.sciencedirect.com/science/article/pii/S014829632030271X,https://www.sciencedirect.com/science/article/pii/S014829632030271X
1610,1_DOI_FIRST,2,3,productivity,,,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm-level data of China,"Chen, Lili; Guo, Shaoyu; Lu, Jian; Gerschewski, Stephan",2021,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2021.101298,https://doi.org/10.1016/j.asieco.2021.101298,https://scholar.google.com/scholar?q=Outward%20FDI%20and%20efficiency%20in%20within-firm%20resource%20allocation-Evidence%20from%20firm-level%20data%20of%20China,Y,,,,,,,,,,,,,,0,source:wos,,True,green,https://kar.kent.ac.uk/88610/9/Outward%20FDI%20and%20Efficiency%20in%20Within-firm%20Resource%20Allocation%20%E2%80%93Evidence%20from%20the%20Firm%20Level%20Data%20of%20China%28updated%20version%29_SG_130221.pdf,https://kar.kent.ac.uk/88610/9/Outward%20FDI%20and%20Efficiency%20in%20Within-firm%20Resource%20Allocation%20%E2%80%93Evidence%20from%20the%20Firm%20Level%20Data%20of%20China%28updated%20version%29_SG_130221.pdf
1625,1_DOI_FIRST,,3,composite,,,"The dynamic process of pro-market reforms and foreign affiliate performance: When to seek local, subnational, or global help?","Chan, Christine M.; Du, Jialin",2021,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-021-00429-y,https://doi.org/10.1057/s41267-021-00429-y,https://scholar.google.com/scholar?q=The%20dynamic%20process%20of%20pro-market%20reforms%20and%20foreign%20affiliate%20performance%3A%20When%20to%20seek%20local%2C%20subnational%2C%20or%20global%20,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1626,1_DOI_FIRST,,3,,,,Modelling two-way relationship between innovation and internationalisation: does learning by export matter?,"Danish, Mohd Shadab; Haider, Salman; Dhanora, Madan; Sharma, Ruchi",2021,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2021.1908791,https://doi.org/10.1080/19186444.2021.1908791,https://scholar.google.com/scholar?q=Modelling%20two-way%20relationship%20between%20innovation%20and%20internationalisation%3A%20does%20learning%20by%20export%20matter%3F,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1635,1_DOI_FIRST,1,3,composite,,,The Relationship between Extent of Internationalization and Firm Performance (Taiwan 1992-2017),"Wei, Shih-Yung; Lin, Li-Wei",2021,MATHEMATICAL PROBLEMS IN ENGINEERING,10.1155/2021/5528972,https://doi.org/10.1155/2021/5528972,https://scholar.google.com/scholar?q=The%20Relationship%20between%20Extent%20of%20Internationalization%20and%20Firm%20Performance%20%28Taiwan%201992-2017%29,Y,,,,,,,,,,,,,,0,source:multi,,True,hybrid,https://downloads.hindawi.com/journals/mpe/2021/5528972.pdf,https://downloads.hindawi.com/journals/mpe/2021/5528972.pdf
1638,1_DOI_FIRST,0,3,composite,,,"Risk management, legitimacy, and the overseas subsidiary performance of emerging market MNEs","Han, Xia",2021,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2020.101732,https://doi.org/10.1016/j.ibusrev.2020.101732,https://scholar.google.com/scholar?q=Risk%20management%2C%20legitimacy%2C%20and%20the%20overseas%20subsidiary%20performance%20of%20emerging%20market%20MNEs,Y,,,,,,,,,,,,,,0,source:wos,,True,green,,https://linkinghub.elsevier.com/retrieve/pii/S0969593120300779
1644,1_DOI_FIRST,,3,composite,,panel,International activities and innovation: Evidence from Italy with a special regressor approach,"Iandolo, Stefano; Ferragina, Anna",2021,WORLD ECONOMY,10.1111/twec.13153,https://doi.org/10.1111/twec.13153,https://scholar.google.com/scholar?q=International%20activities%20and%20innovation%3A%20Evidence%20from%20Italy%20with%20a%20special%20regressor%20approach,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/twec.13153,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/twec.13153
1647,1_DOI_FIRST,,3,composite,,,"International competitive strategies, organizational learning and export performance: a match and mis-match conceptualization","Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2021,EUROPEAN JOURNAL OF MARKETING,10.1108/ejm-04-2019-0309,https://doi.org/10.1108/ejm-04-2019-0309,https://scholar.google.com/scholar?q=International%20competitive%20strategies%2C%20organizational%20learning%20and%20export%20performance%3A%20a%20match%20and%20mis-match%20conceptualiz,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1654,1_DOI_FIRST,,3,composite,,,Riding the storm out: the short- and long-term effects of export promotion on firm performance during an economic downturn,"Freixanet, Joan; Churakova, Iya; Rialp, Josep; Lin, Hsin-Chen",2021,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2021.116703,https://doi.org/10.1504/ejim.2021.116703,https://scholar.google.com/scholar?q=Riding%20the%20storm%20out%3A%20the%20short-%20and%20long-term%20effects%20of%20export%20promotion%20on%20firm%20performance%20during%20an%20economic%20downtu,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1675,1_DOI_FIRST,,3,composite,,,Testing critical levels in product and geographic diversification: a structural threshold approach,"Prada, Pablo Garrido; Delgado Rodriguez, Maria Jesus; Romero Jordan, Desiderio",2021,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2021.117522,https://doi.org/10.1504/ejim.2021.117522,https://scholar.google.com/scholar?q=Testing%20critical%20levels%20in%20product%20and%20geographic%20diversification%3A%20a%20structural%20threshold%20approach,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1679,1_DOI_FIRST,,3,composite,,,Environmental commitment and innovation as catalysts for export performance in family firms,"Haddoud, Mohamed Yacine; Onjewu, Adah-Kole Emmanuel; Nowinski, Witold",2021,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2021.121085,https://doi.org/10.1016/j.techfore.2021.121085,https://scholar.google.com/scholar?q=Environmental%20commitment%20and%20innovation%20as%20catalysts%20for%20export%20performance%20in%20family%20firms,Y,,,,,,,,,,,,,,0,source:wos,,True,green,,http://hdl.handle.net/2436/624311
1709,1_DOI_FIRST,1,3,composite,,,Degree of Internationalization and Performance of High-tech Small and Medium-sized Enterprises: Evidence from Korea,"Shin, Joon-Ho; Kim, Chang-Bong",2021,JOURNAL OF KOREA TRADE,10.35611/jkt.2021.25.7.1,https://doi.org/10.35611/jkt.2021.25.7.1,https://scholar.google.com/scholar?q=Degree%20of%20Internationalization%20and%20Performance%20of%20High-tech%20Small%20and%20Medium-sized%20Enterprises%3A%20Evidence%20from%20Korea,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1724,1_DOI_FIRST,2,3,composite,,,Does Psychic Distance Still Matter? Empirical Evidence from Poland,"Fonfara, Krzysztof; Hauke-Lopes, Aleksandra; Soniewicki, Marcin",2021,CENTRAL EUROPEAN MANAGEMENT JOURNAL,10.7206/cemj.2658-0845.59,https://doi.org/10.7206/cemj.2658-0845.59,https://scholar.google.com/scholar?q=Does%20Psychic%20Distance%20Still%20Matter%3F%20Empirical%20Evidence%20from%20Poland,Y,,,,,,,,,,,,,,0,source:multi,,True,gold,https://journals.kozminski.edu.pl/system/files/Hauke%20Lopes_0.pdf,https://journals.kozminski.edu.pl/system/files/Hauke%20Lopes_0.pdf
2344,1_DOI_FIRST,,3,composite,,,Commitment to exporting as an antecedent of organizational skills and firm performance,Gonçalves T.,2021,Journal of Business Economics,10.1007/s11573-021-01028-x,https://doi.org/10.1007/s11573-021-01028-x,https://scholar.google.com/scholar?q=Commitment%20to%20exporting%20as%20an%20antecedent%20of%20organizational%20skills%20and%20firm%20performance,Y,,,,,,,,,,,,,,0,source:scopus,,True,green,,http://hdl.handle.net/10198/23835
