seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes
272,Internationalisation path heterogeneity and growth for international new ventures,"Guo, Bin; Wang, Zhen",2021,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,crossref_no_match,Guo_2021,,,,,,,,,,,,,3,,,,,,,,
273,'Letters to the editor': the relationship between multinationality and firm performance in emerging markets,"Mullen, Cormac",2021,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2020.1857122,crossref_score=71,Mullen_2021,,,,,,,,,,,,,3,,,,,,,,
274,The role of internationalization in entrepreneurial orientation-performance link: empirical study of SMEs in a developing nation perspective,"Dadzie, Zaynab; Agyapong, Ahmed; Suglo, Abdulai",2021,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-09-2019-0126,crossref_score=77,Dadzie_2021,,,,,,,,,,,,,3,,,,,,,,
275,Internationalisation and financial performance: in the case of global automotive firms,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",2021,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,crossref_no_match,Zainudin_2021,,,,,,,,,,,,,3,,,,,,,,
276,Sector productivity and geographical diversification as export enhancing factors: the case of Portugal,"Andre, Nuno Miguel Queimado",2021,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,crossref_no_match,Andre_2021,,,,,,,,,,,,,3,,,,,,,,
277,R&D internationalization and firm productivity. Does the host country matter?,"Rahko, Jaana",2021,APPLIED ECONOMICS,10.1080/00036846.2020.1853668,crossref_score=68,Rahko_2021,,,,,,,,,,,,,3,,,,,,,,
278,"Resource indivisibility, lumpy costs and the multinationality-performance relationship","Ref, Ohad; Gnizy, Itzhak",2021,INTERNATIONAL MARKETING REVIEW,10.1108/imr-05-2020-0094,crossref_score=84,Ref_2021,,,,,,,,,,,,,3,,,,,,,,
279,Exports of Spanish manufacturing firms and financial constraints,"Manez, Juan A.; Vicente-Chirivella, Oscar",2021,BRQ-BUSINESS RESEARCH QUARTERLY,,crossref_no_match,Manez_2021,,,,,,,,,,,,,3,,,,,,,,
280,Export status and SME productivity: Learning-to-export versus learning-by-exporting,"Gkypali, Areti; Love, James H.; Roper, Stephen",2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,crossref_score=88,Gkypali_2021,,,,,,,,,,,,,3,,,,,,,,
281,Vanguards of globalization: Organization and political action among America's pro-trade firms,"Osgood, Iain",2021,BUSINESS AND POLITICS,10.1017/bap.2019.31,crossref_score=82,Osgood_2021,,,,,,,,,,,,,3,,,,,,,,
282,How to Increase the Internationalization Capacity of Science & Technology Park Firms: Some Lessons for The Managers,"Imer, Sabahattin Tugrul; Oktem, Mustafa Kemal; Kaskati, Osman Tolga",2021,SOSYOEKONOMI,,crossref_title_mismatch,Imer_2021,,,,,,,,,,,,,3,,,,,,,,
283,Emerging Market Multinational Family Business Groups and the Use of Family Managers in Foreign Subsidiaries,"Chung, Hsi-Mei; Dahms, Sven; Kao, Pao T.",2021,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-021-00437-y,crossref_score=79,Chung_2021,,,,,,,,,,,,,3,,,,,,,,
284,Does age matter? The impact of SMEs age on the relationship between knowledge sourcing strategy and internationalization,"Santoro, Gabriele; Mazzoleni, Alberto; Quaglia, Roberto; Solima, Ludovico",2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.05.021,crossref_score=77,Santoro_2021,,,,,,,,,,,,,3,,,,,,,,
285,Using the Resource-Based View in Multinational Enterprise Research,"Beamish, Paul W.; Chakravarty, Dwarka",2021,JOURNAL OF MANAGEMENT,,crossref_no_match,Beamish_2021,,,,,,,,,,,,,3,,,,,,,,
286,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm-level data of China,"Chen, Lili; Guo, Shaoyu; Lu, Jian; Gerschewski, Stephan",2021,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2021.101298,crossref_score=82,Chen_2021,,,,,,,,,,,,,3,,,,,,,,
287,Globalisation: blessing or curse? Evidence from the insurance industry,"Biener, Christian; Eling, Martin; Jia, Ruo",2021,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2021.113232,crossref_score=71,Biener_2021,,,,,,,,,,,,,3,,,,,,,,
288,Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,"Leung, T. Y.; Sharma, Piyush",2021,JOURNAL OF BUSINESS RESEARCH,,crossref_no_match,Leung_2021,,,,,,,,,,,,,3,,,,,,,,
289,Adoption and optimal configuration of smart products: The role of firm internationalization and offer hybridization,"Vendrell-Herrero, Ferran; Bustinza, Oscar F.; Vaillant, Yancy",2021,INDUSTRIAL MARKETING MANAGEMENT,10.1016/j.indmarman.2021.04.001,crossref_score=84,VendrellHerrero_2021,,,,,,,,,,,,,3,,,,,,,,
290,"Export activity, R&D investment, and foreign ownership: does it matter for productivity?","Sousa, Carlos M. P.; Yan, Ji; Gomes, Emanuel; Lengler, Jorge",2021,INTERNATIONAL MARKETING REVIEW,,crossref_no_match,Sousa_2021,,,,,,,,,,,,,3,,,,,,,,
291,"Strategic agility, internationalisation speed and international success - The role of coordination mechanisms and growth modes","Demir, Robert; Campopiano, Giovanna; Kruckenhauser, Christian; Bauer, Florian",2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100838,crossref_score=76,Demir_2021,,,,,,,,,,,,,3,,,,,,,,
292,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,"Meschi, Pierre-Xavier; Ricard, Antonin; Moore, Ernesto Tapia",2021,MANAGEMENT,10.37725/mgmt.v24i1.4507,crossref_score=69,Meschi_2021,,,,,,,,,,,,,3,,,,,,,,
293,Internationalizing the Coopetition Construct: Quadratic Effects on Financial Performance Under Different Degrees of Export Intensity and an Export Geographical Scope,"Crick, James M.; Crick, Dave",2021,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x20988260,crossref_score=110,Crick_2021,,,,,,,,,,,,,3,,,,,,,,
294,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited","Barlozewski, Krystian; Trapczynski, Piotr",2021,OECONOMIA COPERNICANA,,crossref_no_match,Barlozewski_2021,,,,,,,,,,,,,3,,,,,,,,
295,"The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains","Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario",2021,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2020-1141,crossref_score=75,UbedaGarcia_2021,,,,,,,,,,,,,3,,,,,,,,
296,Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,"Zhang, Banruo; Li, Zijie; Li, Xiaomeng; Liu, Ziqi",2021,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2020-0249,crossref_score=66,Zhang_2021,,,,,,,,,,,,,3,,,,,,,,
297,Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,"Alnori, Faisal",2021,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,crossref_score=100,Alnori_2021,,,,,,,,,,,,,3,,,,,,,,
298,Taking social responsibilities overseas? The learning paths and performance consequences of Chinese multinationals,"Wu, Sihong; Fan, Di",2021,JOURNAL OF GENERAL MANAGEMENT,10.1177/0306307020984566,crossref_score=73,Wu_2021,,,,,,,,,,,,,3,,,,,,,,
299,"International competitive strategies, organizational learning and export performance: a match and mis-match conceptualization","Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2021,EUROPEAN JOURNAL OF MARKETING,10.1108/ejm-04-2019-0309,crossref_score=86,Chung_2021,,,,,,,,,,,,,3,,,,,,,,
300,How does manufacturing output affect export behaviors in emerging market economies? Evidence from a dynamic panel ARDL for ten biggest emerging market economies,"Sankaran, Arumugam; Krishna, Arjun; Vadivel, Arjunan",2021,FUTURE BUSINESS JOURNAL,10.1186/s43093-021-00072-x,crossref_score=125,Sankaran_2021,,,,,,,,,,,,,3,,,,,,,,
301,Productivity effects of internationalisation through the domestic supply chain,"Merlevede, Bruno; Theodorakopoulos, Angelos",2021,JOURNAL OF APPLIED ECONOMETRICS,10.1002/jae.2837,crossref_score=68,Merlevede_2021,,,,,,,,,,,,,3,,,,,,,,
302,Information and Communication Technology Adoption Strategies of Emerging Multinationals From India,"Mondal, Arindam; Chakrabarti, Amit Baran",2021,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,10.4018/jgim.20210901.oa9,crossref_score=66,Mondal_2021,,,,,,,,,,,,,3,,,,,,,,
303,Does the Technological Diversification and R&D Internationalization of eMNCs Promote Enterprise Innovation? An Empirical Study on China's Publicly Listed Companies,"Li, Jing; Wang, Jun",2021,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,,crossref_title_mismatch,Li_2021,,,,,,,,,,,,,3,,,,,,,,
304,Environmental sustainability practices and offshoring activities of multinational corporations across emerging and developed markets,"Lartey, Theophilus A.; Amankwah-Amoah, Joseph; Danso, Albert; Adomako, Samuel; Khan, Zaheer; Tarba, Shlomo Y.",2021,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2020.101789,crossref_score=84,Lartey_2021,,,,,,,,,,,,,3,,,,,,,,
305,Internationalization-Innovation Strategy in New Ventures: A Log-linear Analysis,"Alves, Marlon F. R.; Bansi, Ana Claudia; Kim, Sahrok; Oliveira, Maxwell F.; Galina, Simone V. R.",2021,GLOBAL BUSINESS REVIEW,10.1177/09721509211034058,crossref_score=61,Alves_2021,,,,,,,,,,,,,3,,,,,,,,
306,Analyzing the Impact of Export Orientations on Export Performance Through Innovation and Internationalization: The Mediation-Moderation Model,"Kazemi, Ali; Rousta, Alireza; Na'ami, Abdullah",2021,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,crossref_no_match,Kazemi_2021,,,,,,,,,,,,,3,,,,,,,,
307,Environmental commitment and innovation as catalysts for export performance in family firms,"Haddoud, Mohamed Yacine; Onjewu, Adah-Kole Emmanuel; Nowinski, Witold",2021,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2021.121085,crossref_score=66,Haddoud_2021,,,,,,,,,,,,,3,,,,,,,,
308,Determinants of Domestic Value Added in Exports: Empirical Evidence from India's Manufacturing Sectors,"Aggarwal, Sakshi; Chakraborty, Debashis; Bhattacharyya, Ranajoy",2021,GLOBAL BUSINESS REVIEW,10.1177/09721509211050138,crossref_score=73,Aggarwal_2021,,,,,,,,,,,,,3,,,,,,,,
309,Degree of Internationalization and Performance of High-tech Small and Medium-sized Enterprises: Evidence from Korea,"Shin, Joon-Ho; Kim, Chang-Bong",2021,JOURNAL OF KOREA TRADE,10.35611/jkt.2021.25.7.1,crossref_score=62,Shin_2021,,,,,,,,,,,,,3,,,,,,,,
310,"Effects of Export Orientation, Exchange Rates and Leverage on Firm Productivity: Evidence from Pakistan","Rashid, Abdul; Khan, Afaq; Fraz, Ahmad",2021,GLOBAL BUSINESS REVIEW,10.1177/09721509211056480,crossref_score=75,Rashid_2021,,,,,,,,,,,,,3,,,,,,,,
311,Knowledge assets for internationalization strategy proposal,"Orero-Blat, Maria; Palacios-Marques, Daniel; Garzon, Dolores",2021,JOURNAL OF INNOVATION & KNOWLEDGE,10.1016/j.jik.2020.08.002,crossref_score=72,OreroBlat_2021,,,,,,,,,,,,,3,,,,,,,,
312,The post-acquisition performance of cross-border mergers and acquisitions conducted by Chinese firms in the high-tech industries: Profitable or innovative?,"Yang, Monica; Ai, Qi",2021,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22192,crossref_score=86,Yang_2021,,,,,,,,,,,,,3,,,,,,,,
313,International Experts' Influence on Company Internationalization,"Kravchenko, Grygorii",2021,CENTRAL EUROPEAN MANAGEMENT JOURNAL,,crossref_no_match,Kravchenko_2021,,,,,,,,,,,,,3,,,,,,,,
314,Internationalization pathways of Chinese private firms: A closer look at firm-specific advantages,"Driffield, Nigel; Du, Jun; Song, Meng",2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100835,crossref_score=86,Driffield_2021,,,,,,,,,,,,,3,,,,,,,,
315,Can proactive environmental strategy improve Multilatinas' level of internationalization? The moderating role of board independence,"Duque-Grisales, Eduardo; Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Garcia-Sanchez, Encarnacion",2020,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2377,crossref_score=97,DuqueGrisales_2020,,,,,,,,,,,,,3,,,,,,,,
316,"Bank credit, public financial incentives, tax financial incentives and export performance during the global financial crisis","Okafor, Luke Emeka; Bhattacharya, Mita; Apergis, Nicholas",2020,WORLD ECONOMY,10.1111/twec.12848,crossref_score=109,Okafor_2020,,,,,,,,,,,,,3,,,,,,,,
317,"Does it pay to be a multinational? A large-sample, cross-national replication assessing the multinationality-performance relationship","Pisani, Niccolo; Garcia-Bernardo, Javier; Heemskerk, Eelke",2020,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.3087,crossref_score=78,Pisani_2020,,,,,,,,,,,,,3,,,,,,,,
318,"Chinese multinationals' fast internationalization: Financial performance advantage in one region, disadvantage in another","Kim, Heechun; Wu, Jie; Schuler, Douglas A.; Hoskisson, Robert E.",2020,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-019-00279-9,crossref_score=81,Kim_2020,,,,,,,,,,,,,3,,,,,,,,
319,Improving firm survival: exports or outward foreign direct investment?,"Dai, Meihong; Li, Ben",2020,POST-COMMUNIST ECONOMIES,10.1080/14631377.2019.1678097,crossref_score=73,Dai_2020,,,,,,,,,,,,,3,,,,,,,,
320,Human capital and export performance in the Spanish manufacturing firms,"Lopez Rodriguez, Jose; Serrano Orellana, Bill",2020,BALTIC JOURNAL OF MANAGEMENT,,crossref_no_match,Rodriguez_2020,,,,,,,,,,,,,3,,,,,,,,
321,"""Accelerating"" and ""jumping"" internationalization CEO career horizon, board supervision ability and corporate internationalization process","Chen Weihong; Xi, Zhong; Lan, Hailin; Li Zhiyuan",2020,CHINESE MANAGEMENT STUDIES,,crossref_title_mismatch,Weihong_2020,,,,,,,,,,,,,3,,,,,,,,
322,"Innovation, internationalisation and the performance of microbusinesses","Henley, Andrew; Son, Meng",2020,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,crossref_no_match,Henley_2020,,,,,,,,,,,,,3,,,,,,,,
323,Relationship between Internationalization and Financial Performance: Evidence from ENR-Listed Chinese Firms,"Wang, Ge; Zhang, Huijin; Xia, Bo; Wu, Guangdong; Han, Yilong",2020,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000736,crossref_score=75,Wang_2020,,,,,,,,,,,,,3,,,,,,,,
324,Reaching up and reaching out: The impact of competition on firms' productivity and export decisions,"Opoku, Eric E. O.; Yan, Isabel K. M.; Hynes, Kate",2020,PACIFIC ECONOMIC REVIEW,10.1111/1468-0106.12287,crossref_score=81,Opoku_2020,,,,,,,,,,,,,3,,,,,,,,
325,Foreign venture capital firms and internationalization of ventures,"Woo, Heejin",2020,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-09-2019-0104,crossref_score=66,Woo_2020,,,,,,,,,,,,,3,,,,,,,,
326,Downstream offshoring and firm-level employment,"Merlevede, Bruno; Michel, Bernhard",2020,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/caje.12425,crossref_score=68,Merlevede_2020,,,,,,,,,,,,,3,,,,,,,,
327,"Family involvement, internationalisation and performance: An empirical study of the Spanish hotel industry","Rienda, Laura; Claver, Enrique; Andreu, Rosario",2020,JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT,10.1016/j.jhtm.2020.01.002,crossref_score=71,Rienda_2020,,,,,,,,,,,,,3,,,,,,,,
328,The multinationality and performance relationship: Revisiting the literature and exploring the implications,"Nguyen, Quyen T. K.; Kim, Sylvia",2020,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Nguyen_2020,,,,,,,,,,,,,3,,,,,,,,
329,"Global sourcing, productivity and export intensity","Bandick, Roger",2020,WORLD ECONOMY,10.1111/twec.12887,crossref_score=68,Bandick_2020,,,,,,,,,,,,,3,,,,,,,,
330,Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,"Campos-Garcia, Irene; Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Angel Zuniga-Vicente, Jose",2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.10.074,crossref_score=81,CamposGarcia_2020,,,,,,,,,,,,,3,,,,,,,,
331,Service innovation and internationalization in SMEs: antecedents and profitability outcomes,"Vuorio, Anna; Torkkeli, Lasse; Sainio, Liisa-Maija",2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00266-z,crossref_score=70,Vuorio_2020,,,,,,,,,,,,,3,,,,,,,,
332,Speed of FDI expansions and the survival of Korean SMEs: the moderating role of ownership structure,"Cho, Jaeyoung; Lee, Jangwoo",2020,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-018-0045-7,crossref_score=70,Cho_2020,,,,,,,,,,,,,3,,,,,,,,
333,Linking governance structure and sustainable operations of Chinese manufacturing firms: The moderating effect of internationalization,"Liu, Tiansen; Liu, He; Zhang, Yufeng; Song, Yazhi; Su, Yi; Zhu, Yue",2020,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.119949,crossref_score=70,Liu_2020,,,,,,,,,,,,,3,,,,,,,,
334,Social media resources and export performance: the role of trust and commitment,"Mahmoud, Mahmoud Abdulai; Adams, Matilda; Abubakari, Aidatu; Commey, Nicholas Oblitei; Kastner, Adelaide Naa Amerley",2020,INTERNATIONAL MARKETING REVIEW,,crossref_no_match,Mahmoud_2020,,,,,,,,,,,,,3,,,,,,,,
335,FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,"Faria, Samuel; Rebelo, Joao; Gouveia, Sofia",2020,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,crossref_no_match,Faria_2020,,,,,,,,,,,,,3,,,,,,,,
336,"Heterogeneous firms, corporate taxes and export behavior: A firm-level investigation for Italy","Federici, Daniela; Parisi, Valentino; Ferrante, Francesco",2020,ECONOMIC MODELLING,10.1016/j.econmod.2019.09.012,crossref_score=77,Federici_2020,,,,,,,,,,,,,3,,,,,,,,
337,Motivation of internationalization and a moderating role of environmental conditions in the hospitality industry,"Song, Sujin; Lee, Seoki",2020,TOURISM MANAGEMENT,,crossref_no_match,Song_2020,,,,,,,,,,,,,3,,,,,,,,
338,THE ACTUAL LEVEL OF INTERNATIONALIZATION OF ALBANIAN SMES AND THE MEASURE OF THEIR OVERALL PERFORMANCE,"Hoxholli, Emi; Kercini, Donika",2020,INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES,10.31407/ijees10.121,crossref_score=67,Hoxholli_2020,,,,,,,,,,,,,3,,,,,,,,
339,The relationship between board diversity and firm performance in the lodging industry: The moderating role of internationalization,"Song, Hyoung Ju; Yoon, Yu Na; Kang, Kyung Ho",2020,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2020.102461,crossref_score=66,Song_2020,,,,,,,,,,,,,3,,,,,,,,
340,Host country institutional diversity and MNE performance persistence,"Zhao, Yue; Parente, Ronaldo; Song, Mohan; Wenger, Lucas",2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.03.018,crossref_score=63,Zhao_2020,,,,,,,,,,,,,3,,,,,,,,
341,Human capital and export performance of small and medium enterprises in Pakistan,"Mubarik, Muhammad Shujaat; Devadason, Evelyn S.; Govindaraju, Chandran",2020,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,10.1108/ijse-03-2019-0198,crossref_score=62,Mubarik_2020,,,,,,,,,,,,,3,,,,,,,,
342,Development of entrepreneurial orientation of export manufacturers from emerging economies,"Rwehumbiza, Deusdedit; Marinov, Marin A.",2020,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-019-00580-x,crossref_score=76,Rwehumbiza_2020,,,,,,,,,,,,,3,,,,,,,,
343,OUTWARD INTERNATIONALISATION OF EMERGING MARKET SMALL AND MEDIUM SIZED ENTERPRISES: CONTRACT MANUFACTURING RELATIONSHIP WITH DEVELOPED MARKET MULTINATIONAL ENTERPRISE(S) AND CAPABILITIES DEVELOPMENT,"Arslan, Ahmad; Naughton, Sean; Tabas, Abdollah Mohammadparast; Puhakka, Vesa",2020,"INTERNATIONAL ENTREPRENEURSHIP IN EMERGING MARKETS: NATURE, DRIVERS, BARRIERS AND DETERMINANTS",10.1108/s2040-724620190000010010,crossref_score=103,Arslan_2020,,,,,,,,,,,,,3,,,,,,,,
