seq,title,decision,reason,has_abstract
1046,Effects of Network Capabilities on Firm Performance across Cultures,UNSURE,auto:insufficient_evidence,Y
1047,"Directors' human capital, firm strategy, and firm performance",UNSURE,auto:insufficient_evidence,N
1048,Measuring the Magnitude of Significant Market Power in the Manufacturing and Ser,UNSURE,auto:insufficient_evidence,N
1049,. Maximizing the Benefits of Internationalization: The Moderating Role of Labour,UNSURE,auto:insufficient_evidence,Y
1050,"Political Connections, Home Formal Institutions, and Internationalization: Evide",UNSURE,auto:insufficient_evidence,Y
1051,Internationalization choices: an ordered probit analysis at industry level,UNSURE,auto:insufficient_evidence,N
1052,The interactive effect of time and host country location on Chinese MNCs' perfor,UNSURE,auto:insufficient_evidence,N
1053,How valuable is information and communication technology? A study of emerging ec,UNSURE,auto:insufficient_evidence,N
1054,What is beneficial for first-time SME-exporters from a transition economy: A div,UNSURE,auto:insufficient_evidence,N
1056,The international diversification-performance link in Spain: Does firm size real,UNSURE,auto:insufficient_evidence,N
1057,Performance of professional service firms from emerging markets: Role of innovat,UNSURE,auto:insufficient_evidence,N
1062,When distance does not matter: Implications for Latin American multinationals,UNSURE,auto:insufficient_evidence,N
1065,Factors influencing the implementation of diversity management in business organ,UNSURE,auto:insufficient_evidence,N
1066,Too much of a good thing: Does international experience variety accelerate or de,UNSURE,auto:insufficient_evidence,N
1067,"It is not whom you know, it is how well you know them: Foreign entrepreneurs bui",UNSURE,auto:insufficient_evidence,N
1068,Multinationality as real option facilitator - Illusion or reality?,UNSURE,auto:insufficient_evidence,N
1070,Market Timing and Internationalization Decisions: A Contingency Perspective,UNSURE,auto:insufficient_evidence,N
1071,The interaction of chief executive officer and top management team on organizati,UNSURE,auto:insufficient_evidence,N
1072,International diversification and corporate social responsibility An empirical s,UNSURE,auto:insufficient_evidence,N
1073,A reversal theory in internationalization: case of Korean jewelry inside China,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1074,Efficiency of organic farming companies that operate in an online environment,UNSURE,auto:insufficient_evidence,N
1075,"Which ""green"" is better? An empirical study of the impact of green activities on",UNSURE,auto:insufficient_evidence,N
1076,SUSTAINABILITY IN RELATIONSHIP MARKETING: AN EXPLORATORY MODEL FOR THE INDUSTRIA,UNSURE,auto:insufficient_evidence,Y
1078,Drivers of Global CSR Integration and Local CSR Responsiveness: Evidence from Ch,UNSURE,auto:insufficient_evidence,Y
1080,Broadening or jumping? An analysis of the first export market of European Union ,UNSURE,auto:insufficient_evidence,Y
1082,How does regional institutional complexity affect MNE internationalization?,UNSURE,auto:insufficient_evidence,N
1083,Internet marketing capabilities and international market growth,UNSURE,auto:insufficient_evidence,N
1084,Perspectives on strategic internationalization: Developing capabilities for rene,UNSURE,auto:insufficient_evidence,N
1085,Geographical diversification as a predictor of MNC reputations in their home nat,UNSURE,auto:insufficient_evidence,N
1086,IT-enabled Knowledge Management for the Competitive Performance of Manufacturing,UNSURE,auto:insufficient_evidence,Y
1087,"Foreign direct investment, domestic sales and exports of local firms: a regional",UNSURE,auto:insufficient_evidence,N
1088,Cross-border acquisitions by Indian multinationals: Asset exploitation or asset ,UNSURE,auto:insufficient_evidence,N
1089,The effect of a geographically dispersed supply base on downside risk: Developin,UNSURE,auto:insufficient_evidence,N
1093,Does policy reform promote FDI in developing economies? a firm-level simulation ,UNSURE,auto:insufficient_evidence,N
1094,"Relational structure in the global automotive industry: groups, networks and fie",UNSURE,auto:insufficient_evidence,N
1095,The Moderating Effect of Perceived Effectiveness of SMEs' Marketing Function on ,UNSURE,auto:insufficient_evidence,N
1097,Does Freer Trade <i>Really</i> Lead to Productivity Growth? Evidence from Africa,UNSURE,auto:insufficient_evidence,N
1101,Innovation and experiential knowledge in firm exports: Applying the initial U-mo,UNSURE,auto:insufficient_evidence,Y
1103,Ownership control of foreign affiliates: A property rights theory perspective,UNSURE,auto:insufficient_evidence,Y
1104,Firm-specific intangible assets and subsidiary profitability: The moderating rol,UNSURE,auto:insufficient_evidence,N
1105,Decisions of OFDI Engagement and Location for Heterogeneous Multinational firms:,UNSURE,auto:insufficient_evidence,N
1106,Entrepreneurial orientation and performance: mediating effects of technology and,UNSURE,auto:insufficient_evidence,Y
1108,The internationalization of SMEs in Italy,UNSURE,auto:insufficient_evidence,Y
1109,"Financial constraints and firm exports: accounting for heterogeneity, self-selec",UNSURE,auto:insufficient_evidence,N
1110,Resource based view of internationalization: evidence from Indian commercial ban,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1111,Institutional effect on born global firms in China: the role of Sun Tzu's <i>The,UNSURE,auto:insufficient_evidence,N
1113,Explaining intermittent exporting: Exit and conditional re-entry in export marke,UNSURE,auto:insufficient_evidence,Y
1114,The impact of cultural diversity in corporate boards on firm performance,UNSURE,auto:insufficient_evidence,N
1116,Market driving strategies: Beyond localization,UNSURE,auto:insufficient_evidence,N
1121,The relationship between innovation and export behaviour: The case of Galician f,UNSURE,auto:insufficient_evidence,N
1122,OVERCOMING HUMAN CAPITAL VOIDS IN UNDERDEVELOPED COUNTRIES,UNSURE,auto:insufficient_evidence,N
1123,ICT as facilitator of internationalisation in small- and medium-sized firms,UNSURE,auto:insufficient_evidence,N
1125,Exploring the link between internationalization of top management and accounting,UNSURE,auto:insufficient_evidence,N
1126,Does state ownership facilitate outward FDI of Chinese SOEs? Institutional devel,UNSURE,auto:insufficient_evidence,N
1127,The impact of internationalization on innovation at countries' level: the role o,UNSURE,auto:insufficient_evidence,N
1130,Does stronger intellectual property rights protection matter in developing local,UNSURE,auto:insufficient_evidence,N
1131,Marketized state ownership and foreign expansion of emerging market multinationa,UNSURE,auto:insufficient_evidence,N
1134,INNOVATIVE BORN GLOBALS: INVESTIGATING THE INFLUENCE OF THEIR BUSINESS MODELS ON,N,auto_abstract:qualitative_method,Y
1136,Regional Endogenous Development Based on Conceptualizing a Regional Productivity,UNSURE,auto:insufficient_evidence,N
1137,Working capital management practices in India: survey evidence,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
1138,INTERNATIONALIZATION STRATEGIES IN OLIGOPOLY WITH HETEROGENEOUS FIRMS,UNSURE,auto:insufficient_evidence,Y
1141,Institutional fragility and outward foreign direct investment from China,UNSURE,auto:insufficient_evidence,N
1142,ACQUISITION OR GREENFIELD ENTRY INTO AFRICA? RESPONDING TO INSTITUTIONAL DYNAMIC,UNSURE,auto:insufficient_evidence,Y
1143,Commercialization strategy and internationalization outcomes in technology-based,UNSURE,auto:insufficient_evidence,N
1144,Subsidies with export share requirements in China,UNSURE,auto:insufficient_evidence,N
1145,Capital investment and internationalization,UNSURE,auto:insufficient_evidence,N
1146,Determinants Of Productivity Of Ukrainian Firms,UNSURE,auto:insufficient_evidence,Y
1149,Constructing useful models of firms' heterogeneities in implemented strategies a,UNSURE,auto:insufficient_evidence,N
1150,Managerial Suggestions to Sustainable Market Choices: A Business Profitability A,UNSURE,auto:insufficient_evidence,N
1152,Emerging multinationals investing in developed countries Key factors for a succe,UNSURE,auto:insufficient_evidence,N
1153,Knowledge motives in the cross-border acquisitions A case research of three Braz,UNSURE,auto:insufficient_evidence,N
1154,Sales nationality and debt financing impact on firm's performance and risk Evide,UNSURE,auto:insufficient_evidence,N
1155,Born Globals-Is there fire behind the smoke?,UNSURE,auto:insufficient_evidence,N
1156,ANALYSIS OF THE INVESTMENT ACTIVITY IN SOUTH AND CENTRAL EASTERN EUROPE. A COMPA,UNSURE,auto:insufficient_evidence,Y
1157,Building international business bridges in geographically isolated areas: The ro,UNSURE,auto:insufficient_evidence,N
1159,International expansion and unobserved heterogeneity in critical success factors,UNSURE,auto:insufficient_evidence,N
1162,The impact of the top management teams' knowledge and experience on strategic de,UNSURE,auto:insufficient_evidence,N
1164,Transnationality and Financial Performance in the Era of the Global Factory,UNSURE,auto:insufficient_evidence,N
1165,The Impact of Regional and Institutional Factors on Labor Productive Performance,UNSURE,auto:insufficient_evidence,N
1167,The role of context-specific factors in IFDI's influence on OFDI of developing c,UNSURE,auto:insufficient_evidence,N
1168,The Internationalisation of Family Firms: the Role of the Ownership Structure an,UNSURE,auto:insufficient_evidence,Y
1170,The entrepreneurial influence on winery market performance - a mediation perspec,UNSURE,auto:insufficient_evidence,Y
1172,Are International and Product Diversification Substitutes or Complements? Theore,UNSURE,auto:insufficient_evidence,Y
1173,"Exploring the Relationship of Innovation Intensity, Knowledge Production and Pro",UNSURE,auto:insufficient_evidence,N
1174,Emerging Market Multinational Companies and Internationalization: The Role of Ho,UNSURE,auto:insufficient_evidence,N
1175,CO<sub>2</sub> emission intensity and exporting: Evidence from firm-level data,UNSURE,auto:insufficient_evidence,N
1176,Do firms with more alliance experience outperform others with less? A three-leve,UNSURE,auto:insufficient_evidence,Y
1178,Knowledge spillovers and high-impact growth: Comparing local and foreign firms i,UNSURE,auto:insufficient_evidence,N
1179,"Influence of the lack of a standard definition of ""family business"" on research ",UNSURE,auto:insufficient_evidence,Y
1180,Internationalization and Auditor Choice,UNSURE,auto:insufficient_evidence,N
1185,Encouraging Internationalization and Entrepreneurial Orientation in Small and Me,UNSURE,auto:insufficient_evidence,Y
1186,ANTECEDENTS AND OUTCOMES OF A GLOBAL MINDSET: A THEMATIC ANALYSIS OF RESEARCH FR,N,auto_abstract:qualitative_method,Y
1188,"MNE internationalization patterns, the roles of knowledge stocks, and the portfo",UNSURE,auto:insufficient_evidence,N
1192,Learning breakdown in latecomer multinational enterprises,UNSURE,auto:insufficient_evidence,N
1193,Financial Factors and Manufacturing Exports: Firm-Level Evidence From Egypt,UNSURE,auto:insufficient_evidence,N
1194,Intellectual property rights protection and technological innovation The moderat,UNSURE,auto:insufficient_evidence,N
1196,Firm Heterogeneity and Trade-Policy Stances <i>Evidence from a Survey of Japanes,UNSURE,auto:insufficient_evidence,Y
