seq,priority,doi_available,source,year,authors,title,journal,doi,icrv,cdai,dpl,doi_type,fp_type,n,r,notes,extraction_status,abstract
188,Medium,Y,,2024,"da Cunha, Henrique Correa; Amal, Mohamed; Floriani, Dinora Eliete; Fleury, Maria Tereza Leme",Firm internationalization approaches and performance: the moderating role of the home country's formal institutions,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-08-2021-1299,2,,3,other,ACC,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; fp_auto:pm:Accounting,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
189,Medium,Y,,2024,"Wang, Xuetong; Feng, Xu; He, Yujun; Cui, Xuezhu; Song, Xiangnan; Xi, Mingbo; Liu, Jingkuang",How does corporate internationalization affect the link between social responsibility and financial performance? Evidence from China,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,10.1080/09640568.2023.2189057,2,L,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
190,Medium,Y,,2024,"Zhang, Wei; Zhong, Xiuli; Li, Xue",The impact of degree of internationalization of MNEs on green innovation performance: The moderating role of absorptive capacity and global dynamic management capability,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2592,,,3,DOI,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
191,Medium,Y,,2024,"Khatua, Apalak; Mondal, Arindam; Dhanda, Supria",The internationalization and performance of INVs: Liability or learning advantages of newness?,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-023-00345-2,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
192,Medium,Y,,2024,"Johanson, Martin; Oliveira, Luis",The Performance of Decision-Making Strategies in SME Internationalization: The Role of Host Market's Institutional Development,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-024-00534-8,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
193,Medium,Y,,2024,"Amin, Ali; Ali, Rizwan; Rehman, Ramiz Ur",Effects of female CEO and female CFO on internationalization and firm performance,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-12-2022-0512,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
194,Medium,Y,,2024,"Zhang, Jintao; Chen, Stephen; Tan, Hao",The Internationalization-Environmental Performance Relationship: Does it Differ between MNEs in Advanced and Less Advanced Economies?,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.3797,1,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
195,Medium,Y,,2024,"Arbelo, Antonio; Arbelo-Perez, Marta; Perez-Gomez, Pilar",Internationalization and individual firm performance: a resource-based view,EURASIAN BUSINESS REVIEW,10.1007/s40821-024-00276-5,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
196,Medium,Y,,2024,"Carchano, Marcos; Carrasco, Inmaculada; Gonzalez, Angela; Saez-Martinez, Francisco J.",Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2894,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
197,Medium,Y,,2024,"Wang, Shanshan; Chen, Fenglan; Yang, Xiaoyan","Environmental, social and governance performance: Can and how it improve internationalization of Chinese A-share listed enterprises",HELIYON,10.1016/j.heliyon.2024.e33492,2,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
198,Medium,Y,,2024,"Purkayastha, Anish; Karna, Amit; Sharma, Sunil; Bhadra, Dhiman",Role of resource investment management and strategic resource deployment capabilities in internationalization-performance relationship,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101122,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
199,Medium,Y,,2024,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas","When market leads innovation: The interplay of internationalisation, innovation and productivity among Swedish wood manufacturing SMEs",WORLD ECONOMY,10.1111/twec.13639,1,M,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:sweden,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
200,Medium,Y,,2024,"Soesetio, Yuli; Siswanto, Ely; Subagyo, Muhammad; Fuad, Muhammad; Rudiningtyas, Dyah Arini; Astutik, Siti",The role of internationalisation in moderating the impact of ESG disclosure on financial performance,ECONOMICS AND BUSINESS REVIEW,10.18559/ebr.2024.3.1217,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
201,Medium,Y,,2024,"Jain, Samta; Kashiramka, Smita; Jain, P. K.",Performance of cross-border acquirers from India and China: its sustainability in the long-run?,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-01-2023-0002,2,M,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
202,Medium,Y,,2024,"Dallocchio, Maurizio; Lambri, Marcello; Sironi, Emiliano; Teti, Emanuele",The Role of Digitalization in Cross-Border E-Commerce Performance of Italian SMEs,SUSTAINABILITY,10.3390/su16020508,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
203,Medium,Y,,2024,"Du, Helen S.; Colovic, Ana",The impact of global city location intensity on MNE performance: Leveraging learning and connectivity,LONG RANGE PLANNING,10.1016/j.lrp.2023.102409,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
204,Medium,Y,,2024,"Melgarejo, Mauricio",Earnings quality of multinational corporations: Evidence from Latin America before and after IFRS implementation,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,10.1002/jcaf.22729,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
205,Medium,Y,,2024,"Lages, Luis Filipe; Silva, Graca Miranda; Canhoto, Ana Isabel; Martinez, Luis F.; Jahanmir, Sara","Balancing people, planet and profit: export strategies for sustainable value creation",SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,10.1108/sampj-09-2023-0687,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
206,Medium,Y,,2024,"Khasanov, Shokhrukh; Hiwatari, Masato",Firm productivity and manufacturing exports in transition economies: An institutional and trade geography perspective,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,10.1007/s10368-024-00629-5,,,3,,LAB,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
207,Medium,Y,,2024,"Amornkitvikai, Yot; Charoenrat, Teerawat","The impact of female chief executive officers, ownership, and globalization on ASEAN manufacturers' technical efficiency performance",RESEARCH IN GLOBALIZATION,10.1016/j.resglo.2024.100206,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
208,Medium,Y,,2024,"Zhou, Chenxi; Zhang, Yameng; Bu, Maoliang",Home country adverse political shocks and cross-border mergers and acquisitions financial performance of politically connected emerging market firms,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102175,,,3,,,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,
209,Medium,Y,,2024,"Wang, Yueqi; Chen, Shouming; Hu, Yuanyuan",Internationalization and Organizational Resilience to COVID-19 Crisis: The Moderating Effect of Digitalization,SAGE OPEN,10.1177/21582440241229561,,,3,,RES,,,,AUTO-CODED FROM UNSURE-R4; NEEDS FULL-TEXT VERIFICATION,
210,Medium,Y,,2023,"Barbosa, Natalia","Outward Foreign Direct Investment, Restructuring and Performance Upgrading: Firm-level Evidence from Portugal",GLOBAL BUSINESS REVIEW,10.1177/0972150920916035,,,3,FDI,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
211,Medium,Y,,2023,"Porto, Rafael Barreiros; Gomes Akitaya, Paula Borges; Oliveira, Denise Santos",Country of brand origin positioning and financial performance: effects on internationalized companies from an emerging market,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-11-2020-1423,2,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
212,Medium,Y,,2023,"Rahman, Mahfuzur; Hack-Polay, Dieu; Shafique, Sujana; Igwe, Paul Agu",Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-02-2021-0236,2,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
213,Medium,Y,,2023,"Pastelakos, Evangelos; Theodoraki, Christina; Catanzaro, Alexis",The role of innovation and internationalization support in small- and medium-sized enterprises' export performance,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12513,1,M,3,EXP,Export/operational,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:europe; doi_type_auto:Export performance / export outcome,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
214,Medium,Y,,2023,"Dayan, Mumin; Leung, Frank Yat Cheong; Ozer, Muammer",Role of imported raw materials in the performance of inward foreign direct investments in Ethiopia,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-09-2020-1097,2,,3,FDI,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
215,Medium,Y,,2023,"Rienda, Laura; Ruiz-Fernandez, Lorena; Poveda-Pareja, Esther; Andreu-Guerrero, Rosario",CSR drivers of fashion SMEs and performance: the role of internationalization,JOURNAL OF FASHION MARKETING AND MANAGEMENT,10.1108/jfmm-06-2021-0151,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
216,Medium,Y,,2023,"Luu, Tien Dung; Trinh, Lan Anh; Nguyen, Thanh Phuong Binh; Ngo, Ngoc Linh Chi; Le, Nguyen Phuong Nhi; Vu, Nhat Vi",Degree of internationalisation and firm performance: the flattening role of organisational slack resources,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2022-0030,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
217,Medium,Y,,2023,"Sadeghi, Arash; Aliasghar, Omid; Bouguerra, Abderaouf",Unpacking the relationship between post-entry speed of internationalization and export performance of SMEs: A capability-building perspective,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2022.100982,,,3,EXP,Export/operational,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; doi_type_auto:Export performance / export outcome,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
218,Medium,Y,,2023,"Mendes, Telma; Silva, Carina; Braga, Alexandra","Dancing with Giants: A Unified Framework for Cooperation Networks, Speed of Internationalisation, and Performance",SUSTAINABILITY,10.3390/su15032003,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
219,Medium,Y,,2023,"Park, Sang-Bum",Internationalization and firm performance: moderating role of multi-stakeholder initiatives,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-10-2022-0168,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
220,Medium,Y,,2023,"Batsakis, Georgios; Theoharakis, Vasilis; Li, Chengguang; Konara, Palitha",Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,JOURNAL OF RETAILING,10.1016/j.jretai.2023.07.005,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
221,Medium,Y,,2023,"Liao, Hsing-Kuo; Liao, Chin-Wen; Chen, Cheng-Chi; Chen, Tzu-Wen",Examining the Impact of Internationalization and Competitive Advantages on Enterprise Performance in Taiwan's Computer Numerical Control Machine Industry,SUSTAINABILITY,10.3390/su152115652,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
222,Medium,Y,,2023,"Camino-Mogro, Segundo; Ordenana-Rodriguez, Xavier; Vera-Gilces, Paul",Learning-by-exporting vs. self-selection in Ecuadorian manufacturing firms: Evidence from different industry classifications,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2022.2094451,2,L,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
223,Medium,Y,,2023,"Wen, Huwei; Liu, Yutong; Zhou, Fengxiu",Promoting the International Competitiveness of Small and Medium-Sized Enterprises Through Cross-Border E-Commerce Development,SAGE OPEN,10.1177/21582440231210119,,,3,,,,,,AUTO-CODED FROM UNSURE-R4; NEEDS FULL-TEXT VERIFICATION,
224,Medium,Y,,2022,"Zhang, Song; Li, Haoze; Chen, Chunlai",Outward FDI and productivity promotion of exporting firms: firm-level evidence from China,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-07-2020-0795,2,,3,FDI,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
225,Medium,Y,,2022,"Ding, Zhenkuo; Ye, Guangyu; Huang, Sheng; Hu, Man",How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-07-2020-0155,,,3,DOI,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
226,Medium,Y,,2022,"Bicakcioglu-Peynirci, Nilay; Morgan, Robert E.",Unbundling the Effects of Internationalization on Firm Performance in Emerging Economies: The Moderating Effects of Strategic Resource Decisions,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x211030686,2,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
227,Medium,Y,,2022,"Xiao, Peng; Sun, Xiaoxia",Does internationalization strategy promote enterprise innovation performance?-The moderating effect of environmental complexity,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3482,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
228,Medium,Y,,2022,"Azman, Mohd Azrai; Hon, Carol K. H.; Xia, Bo; Lee, Boon L.; Skitmore, Martin",Internationalization and Productivity of Construction Firms in a Developing Country: The Effect of Institutional Environment and Ownership on Malaysian Construction Firms,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000985,2,H,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
229,Medium,Y,,2022,"Varas-Fuente, Oscar Javier; Arguedas-Sanz, Raquel; Rodrigo-Moya, Beatriz",Internationalisation and performance in family businesses: influence of the internationalisation path followed,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP & SMALL BUSINESS,10.1504/ijesb.2022.124453,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
230,Medium,Y,,2022,"Sang, Meiyue; Zhang, Yuqing; Ye, Kunhui; Jiang, Weiyan",Moderating Effects of Internationalization between Corporate Social Responsibility and Financial Performance: The Case of Construction Firms,BUILDINGS,10.3390/buildings12020185,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
231,Medium,Y,,2022,"Zhong, Xi; Chen, Weihong; Ren, Ge",The effects of performance shortfalls on firms' exploitation and exploration R&D internationalization decisions: Does industry environmental matter?,TECHNOVATION,10.1016/j.technovation.2021.102408,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
232,Medium,Y,,2022,"Smallbone, David; Saridakis, George; Abubakar, Yazid Abdullahi",Internationalisation as a stimulus for SME innovation in developing economies: Comparing SMEs in factor-driven and efficiency-driven economies,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2022.01.045,,,3,other,Efficiency,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
