batch_no,seq,year,authors,title,journal,link,icrv,dpl,extraction_priority,r_reported,r_type,sample_n,converted_r,nonlinear,turning_point,notes,ready_for_r
613,765,2012,"Yang, Yong; Driffield, Nigel",Multinationality-Performance Relationship A Meta-analysis,MANAGEMENT INTERNATIONAL REVIEW,,,3,B_MANUAL,,,,,,,,0
614,774,2012,"Cieslik, Jerzy; Kaciak, Eugene; Welsh, D",The impact of geographic diversification on export performance of small and medi,JOURNAL OF INTERNATIONAL ENTREPRENEURSHI,,,3,B_MANUAL,,,,,,,,0
615,781,2012,"Kirca, Ahmet H.; Roth, Kendall; Hult, G.",THE ROLE OF CONTEXT IN THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: A META-ANA,GLOBAL STRATEGY JOURNAL,,,3,B_MANUAL,,,,,,,,0
616,789,2012,"Stojcic, Nebojsa",THE COMPETITIVENESS OF EXPORTERS FROM CROATIAN MANUFACTURING INDUSTRY,EKONOMSKI PREGLED,,2,2,B_MANUAL,,,,,,,,
617,793,2012,"Tsao, Shou-Min; Chen, Guang-Zheng",The impact of internationalization on performance and innovation: The moderating,ASIA PACIFIC JOURNAL OF MANAGEMENT,,0,3,B_MANUAL,,,,,,,,0
618,800,2012,"Wu, Dong; Wu, Xiao-bo; Zhou, Hao-jun",International expansion and firm performance in emerging market: evidence from C,CHINESE MANAGEMENT STUDIES,,2,3,B_MANUAL,,,,,,,,0
619,828,2012,"Thomas, Rani Maria; Narayanan, K.; Raman",A Comparative Study of Technology and Industry Clusters of SMEs in India,SCIENCE TECHNOLOGY AND SOCIETY,,3,3,B_MANUAL,,,,,,,,0
620,451,2011,"van Bergeijk, Peter A. G.; Fortanier, Fa",Productivity and Internationalization: A Micro-Data Approach,ECONOMIST-NETHERLANDS,,1,3,B_MANUAL,,,,,,,,NO
621,449,2011,"Banalieva, Elitsa R.; Sarathy, Ravi",A Contingency Theory of Internationalization Performance for Emerging Market Mul,MANAGEMENT INTERNATIONAL REVIEW,,2,3,B_MANUAL,,,,,,,,NO
622,450,2011,"Chang, Sea-Jin; Rhee, Jay Hyuk",Rapid FDI expansion and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,,1,3,B_MANUAL,,,,,,,,NO
623,448,2011,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-",REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMA,ACTUAL PROBLEMS OF ECONOMICS,,,3,B_MANUAL,,,,,,,,NO
624,709,2011,"Cieslik, Jerzy; Kaciak, Eugene",The Response of MNCs to Radical Systemic Change in a Transition Environment,JOURNAL OF EAST-WEST BUSINESS,,2,3,B_MANUAL,,,,,,,,
625,714,2011,"Munoz-Bullon, Fernando; Sanchez-Bueno, M",Is there new evidence to show that product and international diversification inf,EUROMED JOURNAL OF BUSINESS,,,3,B_MANUAL,,,,,,,,0
626,716,2011,"Chang, Juichuan",The early and rapid internationalization of Asian emerging MNEs,COMPETITIVENESS REVIEW,,2,3,B_MANUAL,,,,,,,,0
627,717,2011,"Javalgi, Rajshekhar (Raj) G.; Todd, Patr",The internationalization of Indian SMEs in B-to-B markets,JOURNAL OF BUSINESS & INDUSTRIAL MARKETI,,3,3,B_MANUAL,,,,,,,,0
628,718,2011,"Portes, Richard; Baldursson, Fridrik Mar",The Internationalization of Iceland's Financial Sector,PRELUDES TO THE ICELANDIC FINANCIAL CRIS,,,3,B_MANUAL,,,,,,,,0
629,721,2011,"Zhang, Y.; Toppinen, A.",Internationalization and financial performance in the global forest industry,INTERNATIONAL FORESTRY REVIEW,,,3,B_MANUAL,,,,,,,,0
630,725,2011,"Chiao, Yu-Ching; Yang, Kuo-Pin","Internationalization, intangible assets and Taiwanese SMEs' performance: Evidenc",AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,1,3,B_MANUAL,,,,,,,,0
631,755,2011,"Chan, Polly; Finnegan, Carol; Sternquist",Country and firm level factors in international retail expansion,EUROPEAN JOURNAL OF MARKETING,,,2,B_MANUAL,,,,,,,,
632,767,2011,"Mpinganjira, Mercy",Perceived benefits and barriers to export involvement: Insights from non-exporte,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,,3,B_MANUAL,,,,,,,,0
633,769,2011,"Shen, Hao; Wang, Dong; Su, Zhongfeng",Diversification and firm performance in China,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,2,3,B_MANUAL,,,,,,,,0
634,453,2010,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung",Internationalization and firm performance: Exploring the moderating effects of r,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,2,3,B_MANUAL,,,,,,,,NO
635,517,2010,"Oh, Chang Hoon",Value Creation and Home Region Internationalization of U.S. MNEs,MULTINATIONAL BUSINESS REVIEW,,1,3,B_MANUAL,,,,,,,,NO
636,676,2010,"Lee, In Hyeock (Ian)",The M Curve: The Performance of Born-Regional Firms From Korea,MULTINATIONAL BUSINESS REVIEW,,1,3,B_MANUAL,,,,,,,,
637,684,2010,"Nielsen, Bo Bernhard; Nielsen, Sabina",A MULTILEVEL APPROACH TO UNDERSTANDING THE MULTINATIONALITY-PERFORMANCE RELATION,"PAST, PRESENT AND FUTURE OF INTERNATIONA",,,3,B_MANUAL,,,,,,,,0
638,692,2010,"Nielsen, Sabina",Top Management Team Internationalization and Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,,,3,B_MANUAL,,,,,,,,0
639,699,2010,"Qian, Gongming; Khoury, Theodore A.; Pen",THE PERFORMANCE IMPLICATIONS OF INTRA- AND INTER-REGIONAL GEOGRAPHIC DIVERSIFICA,STRATEGIC MANAGEMENT JOURNAL,,,3,B_MANUAL,,,,,,,,0
640,701,2010,"Chen, Homin; Hsu, Chia-Wen","Internationalization, resource allocation and firm performance",INDUSTRIAL MARKETING MANAGEMENT,,,3,B_MANUAL,,,,,,,,0
641,2466,2010,Zeng S.X.,Internationalization and performance of firms: Evidence from China,Transformations in Business and Economic,,2,3,B_MANUAL,,,,,,,,0
642,518,2009,"Chiao, Yu-Ching; Li, Peng-Yu",Are more exports better for a firm's performance? The moderating effect of FDI,EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,,1,2,B_MANUAL,,,,,,,,NO
643,454,2009,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; W",Relationships between business factors and performance in internationalization A,MANAGEMENT DECISION,,2,2,B_MANUAL,,,,,,,,NO
644,455,2009,"Jung, Jae C.; Bansal, Pratima",How Firm Performance Affects Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,,2,B_MANUAL,,,,,,,,NO
645,648,2009,"Pangarkar, Nitin; Yuan, Lin",Location in Internationalization Strategy: Determinants and Consequences,MULTINATIONAL BUSINESS REVIEW,,2,2,B_MANUAL,,,,,,,,0
646,655,2009,"Andersson, Martin; Loof, Hans",Learning-by-Exporting Revisited: The Role of Intensity and Persistence*,SCANDINAVIAN JOURNAL OF ECONOMICS,,,2,B_MANUAL,,,,,,,,0
647,661,2009,"Lee, Seung-Hyun; Makhija, Mona",FLEXIBILITY IN INTERNATIONALIZATION: IS IT VALUABLE DURING AN ECONOMIC CRISIS?,STRATEGIC MANAGEMENT JOURNAL,,1,2,B_MANUAL,,,,,,,,0
648,662,2009,"Podmetina, Daria; Smirnova, Maria; Vaata",INNOVATIVENESS AND INTERNATIONAL OPERATIONS: CASE OF RUSSIAN R&D COMPANIES,INTERNATIONAL JOURNAL OF INNOVATION MANA,,2,2,B_MANUAL,,,,,,,,0
649,2477,2009,Viviani J.L.,Export implicit financial performance: The case of french wine companies,International Food and Agribusiness Mana,,1,2,B_MANUAL,,,,,,,,0
650,456,2008,"Kafouros, Mario I.; Buckley, Peter J.; S",The role of internationalization in explaining innovation performance,TECHNOVATION,,,2,B_MANUAL,,,,,,,,NO
651,621,2008,"Chi, Nai-Wen; Wu, Chih-Yun; Lin, Carol Y",Does training facilitate SME's performance?,INTERNATIONAL JOURNAL OF HUMAN RESOURCE ,,1,2,B_MANUAL,,,,,,,,0
652,640,2008,"Brock, David M.; Yaffe, Tal",International diversification and performance: The mediating role of implementat,INTERNATIONAL BUSINESS REVIEW,,,2,B_MANUAL,,,,,,,,0
653,641,2008,"Echeverria, Rodrigo; Gopinath, Munisamy",EXPORT BEHAVIOUR IN THE CHILEAN AGRIBUSINESS AND FOOD PROCESSING INDUSTRY,CHILEAN JOURNAL OF AGRICULTURAL RESEARCH,,2,2,B_MANUAL,,,,,,,,0
654,605,2007,"Bausch, Andreas; Fritz, Thomas; Boesecke",PERFORMANCE EFFECTS OF INTERNATIONALIZATION STRATEGIES: A META-ANALYSIS,REGIONAL ASPECTS OF MULTINATIONALITY AND,,,2,B_MANUAL,,,,,,,,0
655,609,2007,"Richter, Nicole",INTRA-REGIONAL SALES AND THE INTERNATIONALIZATION AND PERFORMANCE RELATIONSHIP,REGIONAL ASPECTS OF MULTINATIONALITY AND,,,2,B_MANUAL,,,,,,,,0
656,610,2007,"Kumar, Vikas; Gaur, Ajai S.",INTERNATIONALIZATION OF INDIAN FIRMS: REGIONALIZATION PATTERNS AND IMPACT ON PER,REGIONAL ASPECTS OF MULTINATIONALITY AND,,3,2,B_MANUAL,,,,,,,,0
657,457,2006,"Castellani, Davide; Zanfei, Antonello","How firms differ in innovation, productivity and internationalisation","MULTINATIONAL FIRMS, INNOVATION AND PROD",,,2,B_MANUAL,,,,,,,,NO
658,458,2006,"Bloodgood, James",Venture adolescence Internationalization and performance implications of maturat,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL,,,2,B_MANUAL,,,,,,,,NO
659,591,2006,"Hsu, Chin-Chun",Internationalization and Performance: The S-curve Hypothesis and Product Diversi,MULTINATIONAL BUSINESS REVIEW,,,2,B_MANUAL,,,,,,,,0
660,592,2006,"Lu, Jane W.; Beamish, Paul W.",SME internationalization and performance: Growth vs. profitability,JOURNAL OF INTERNATIONAL ENTREPRENEURSHI,,,2,B_MANUAL,,,,,,,,0
661,2506,2006,Ural T.,The effects of firm's strategic factors on export and firm performance: A compar,Problems and Perspectives in Management,,,2,B_MANUAL,,,,,,,,0
662,581,2005,"Hall, Graham; Silva, Ana Paula",Factors associated with the performance of UK SMEs: are they country specific?,ENTREPRENEURSHIP RESEARCH IN EUROPE: OUT,,1,2,B_MANUAL,,,,,,,,0
663,587,2005,"Mol, MJ; van Tulder, RJM; Beije, PR",Antecedents and performance consequences of international outsourcing,INTERNATIONAL BUSINESS REVIEW,,,2,B_MANUAL,,,,,,,,0
664,459,2004,"Hall, Graham; Tu, Ciwen","Internationalization and size, age and profitability in the United Kingdom",HANDBOOK OF RESEARCH ON INTERNATIONAL EN,,1,2,B_MANUAL,,,,,,,,NO
665,575,2004,"Sustar, B",Industrial structure and international competitiveness of post-communist Sloveni,POST-COMMUNIST ECONOMIES,,,2,B_MANUAL,,,,,,,,0
666,576,2004,"Calantone, RJ; Cavusgil, ST; Schmidt, JB",Internationalization and the dynamics of product adaptation an empirical investi,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,,1,2,B_MANUAL,,,,,,,,0
667,578,2004,"Lu, JW; Beamish, PW",International diversification and firm performance: The S-CURVE hypothesis,ACADEMY OF MANAGEMENT JOURNAL,,,2,B_MANUAL,,,,,,,,0
668,568,2003,"Dhanaraj, C; Beamish, PW",A resource-based approach to the study of export performance,JOURNAL OF SMALL BUSINESS MANAGEMENT,,,2,B_MANUAL,,,,,,,,0
669,569,2003,"Majocchi, A; Zucchella, A",Internationalization and performance - Findings from a set of Italian SMEs,INTERNATIONAL SMALL BUSINESS JOURNAL-RES,,1,2,B_MANUAL,,,,,,,,0
670,554,2001,"Lu, JW; Beamish, PW",The internationalization and performance of SMEs,STRATEGIC MANAGEMENT JOURNAL,,,2,B_MANUAL,,,,,,,,0
671,549,2000,"Daily, CM; Certo, ST; Dalton, DR",International experience in the executive suite: The path to prosperity?,STRATEGIC MANAGEMENT JOURNAL,,1,1,B_MANUAL,,,,,,,,
672,551,2000,"Zahra, SA; Garvis, DM",International corporate entrepreneurship and firm performance: The moderating ef,JOURNAL OF BUSINESS VENTURING,,,2,B_MANUAL,,,,,,,,0
673,523,1998,"Campi, C; La Bella, A",Analysis of the interaction between regional R&D productivity and the investment,TECHNOLOGICAL FORECASTING AND SOCIAL CHA,,,1,B_MANUAL,,,,,,,,NO
674,159,1991,"JUNG, YJ",MULTINATIONALITY AND PROFITABILITY,JOURNAL OF BUSINESS RESEARCH,,0,1,B_MANUAL,,,,,,,,NO
