STT,seq,year,authors,title,journal,link,ICRV,DPL,r_bao_cao,loai_r,n_mau,r_doi_chieu,phi_tuyen,turning_point,ghi_chu
599,831,2013,"Lee, Seong-Bong; Kotabe, Masaaki; Yoon, Albert H.;",Export Strategies and Performance of Small and Medium-sized Enterprises: Evidence from Korean Manufacturing SMEs,JOURNAL OF KOREA TRADE,,1,3,,,,,,,
600,835,2013,"Tsao, Shou-Min; Lien, Wei-Hao",Family Management and Internationalization: The Impact on Firm Performance and Innovation,MANAGEMENT INTERNATIONAL REVIEW,,?,3,,,,,,,
601,2448,2013,Chung K.C.,"Foreign direct investment, firm-specific resources, and financial performance in a host country: Evidence from Taiwan",Actual Problems of Economics,,1,3,,,,,,,
602,514,2012,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,1,3,,,,,,,
603,535,2012,"Borda-Reyes, Armando",The impact of business group diversification on emerging market multinationals: Evidence from Latin America,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCI,,3,3,,,,,,,
604,440,2012,"Assaf, A. George; Josiassen, Alexander; Ratchford,",Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,JOURNAL OF RETAILING,,?,3,,,,,,,
605,441,2012,"Fisch, Jan Hendrik",INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,,?,3,,,,,,,
606,442,2012,"Merino, Fernando",Firms' internationalization and productivity growth,RESEARCH IN ECONOMICS,,?,3,,,,,,,
607,443,2012,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John",The Role of Internationalization in Explaining Innovation Performance,INNOVATIONS IN INTERNATIONAL BUSINESS,,?,3,,,,,,,
608,444,2012,"Engel, D.; Procher, V.","Export, FDI and firm productivity",APPLIED ECONOMICS,,?,3,,,,,,,
609,445,2012,"Durmusoglu, Serdar S.; Apfelthaler, Gerhard; Nayir",The effect of government-designed export promotion service use on small and medium-sized enterprise goal achievement: A multidimensional view of export performance,INDUSTRIAL MARKETING MANAGEMENT,,?,3,,,,,,,
610,765,2012,"Yang, Yong; Driffield, Nigel",Multinationality-Performance Relationship A Meta-analysis,MANAGEMENT INTERNATIONAL REVIEW,,?,3,,,,,,,
611,774,2012,"Cieslik, Jerzy; Kaciak, Eugene; Welsh, Dianne H. B",The impact of geographic diversification on export performance of small and medium-sized enterprises (SMEs),JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,?,3,,,,,,,
612,781,2012,"Kirca, Ahmet H.; Roth, Kendall; Hult, G. Tomas M.;",THE ROLE OF CONTEXT IN THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: A META-ANALYTIC REVIEW,GLOBAL STRATEGY JOURNAL,,?,3,,,,,,,
613,789,2012,"Stojcic, Nebojsa",THE COMPETITIVENESS OF EXPORTERS FROM CROATIAN MANUFACTURING INDUSTRY,EKONOMSKI PREGLED,,2,2,,,,,,,
614,793,2012,"Tsao, Shou-Min; Chen, Guang-Zheng",The impact of internationalization on performance and innovation: The moderating effects of ownership concentration,ASIA PACIFIC JOURNAL OF MANAGEMENT,,0,3,,,,,,,
615,800,2012,"Wu, Dong; Wu, Xiao-bo; Zhou, Hao-jun",International expansion and firm performance in emerging market: evidence from China,CHINESE MANAGEMENT STUDIES,,2,3,,,,,,,
616,828,2012,"Thomas, Rani Maria; Narayanan, K.; Ramanathan, A.",A Comparative Study of Technology and Industry Clusters of SMEs in India,SCIENCE TECHNOLOGY AND SOCIETY,,3,3,,,,,,,
617,451,2011,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Ga",Productivity and Internationalization: A Micro-Data Approach,ECONOMIST-NETHERLANDS,,1,3,,,,,,,
618,449,2011,"Banalieva, Elitsa R.; Sarathy, Ravi",A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,,2,3,,,,,,,
619,450,2011,"Chang, Sea-Jin; Rhee, Jay Hyuk",Rapid FDI expansion and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,1,3,,,,,,,
620,448,2011,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,ACTUAL PROBLEMS OF ECONOMICS,,?,3,,,,,,,
621,709,2011,"Cieslik, Jerzy; Kaciak, Eugene",The Response of MNCs to Radical Systemic Change in a Transition Environment,JOURNAL OF EAST-WEST BUSINESS,,2,3,,,,,,,
622,714,2011,"Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.",Is there new evidence to show that product and international diversification influence SMEs' performance?,EUROMED JOURNAL OF BUSINESS,,?,3,,,,,,,
623,716,2011,"Chang, Juichuan",The early and rapid internationalization of Asian emerging MNEs,COMPETITIVENESS REVIEW,,2,3,,,,,,,
624,717,2011,"Javalgi, Rajshekhar (Raj) G.; Todd, Patricia; Gran",The internationalization of Indian SMEs in B-to-B markets,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,,3,3,,,,,,,
625,718,2011,"Portes, Richard; Baldursson, Fridrik Mar; Olafsson",The Internationalization of Iceland's Financial Sector,PRELUDES TO THE ICELANDIC FINANCIAL CRISIS,,?,3,,,,,,,
626,721,2011,"Zhang, Y.; Toppinen, A.",Internationalization and financial performance in the global forest industry,INTERNATIONAL FORESTRY REVIEW,,?,3,,,,,,,
627,725,2011,"Chiao, Yu-Ching; Yang, Kuo-Pin","Internationalization, intangible assets and Taiwanese SMEs' performance: Evidence of an Asian newly-industrialized economy",AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,1,3,,,,,,,
628,755,2011,"Chan, Polly; Finnegan, Carol; Sternquist, Brenda",Country and firm level factors in international retail expansion,EUROPEAN JOURNAL OF MARKETING,,?,2,,,,,,,
629,767,2011,"Mpinganjira, Mercy",Perceived benefits and barriers to export involvement: Insights from non-exporters,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,?,3,,,,,,,
630,769,2011,"Shen, Hao; Wang, Dong; Su, Zhongfeng",Diversification and firm performance in China,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,2,3,,,,,,,
631,453,2010,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",Internationalization and firm performance: Exploring the moderating effects of regional diversification,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,2,3,,,,,,,
632,517,2010,"Oh, Chang Hoon",Value Creation and Home Region Internationalization of U.S. MNEs,MULTINATIONAL BUSINESS REVIEW,,1,3,,,,,,,
633,676,2010,"Lee, In Hyeock (Ian)",The M Curve: The Performance of Born-Regional Firms From Korea,MULTINATIONAL BUSINESS REVIEW,,1,3,,,,,,,
634,684,2010,"Nielsen, Bo Bernhard; Nielsen, Sabina",A MULTILEVEL APPROACH TO UNDERSTANDING THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP,"PAST, PRESENT AND FUTURE OF INTERNATIONAL BUSINESS",,?,3,,,,,,,
635,692,2010,"Nielsen, Sabina",Top Management Team Internationalization and Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,,?,3,,,,,,,
636,699,2010,"Qian, Gongming; Khoury, Theodore A.; Peng, Mike W.",THE PERFORMANCE IMPLICATIONS OF INTRA- AND INTER-REGIONAL GEOGRAPHIC DIVERSIFICATION,STRATEGIC MANAGEMENT JOURNAL,,?,3,,,,,,,
637,701,2010,"Chen, Homin; Hsu, Chia-Wen","Internationalization, resource allocation and firm performance",INDUSTRIAL MARKETING MANAGEMENT,,?,3,,,,,,,
638,2466,2010,Zeng S.X.,Internationalization and performance of firms: Evidence from China,Transformations in Business and Economics,,2,3,,,,,,,
639,518,2009,"Chiao, Yu-Ching; Li, Peng-Yu",Are more exports better for a firm's performance? The moderating effect of FDI,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,1,2,,,,,,,
640,454,2009,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",Relationships between business factors and performance in internationalization An empirical study in China,MANAGEMENT DECISION,,2,2,,,,,,,
641,455,2009,"Jung, Jae C.; Bansal, Pratima",How Firm Performance Affects Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,?,2,,,,,,,
642,648,2009,"Pangarkar, Nitin; Yuan, Lin",Location in Internationalization Strategy: Determinants and Consequences,MULTINATIONAL BUSINESS REVIEW,,2,2,,,,,,,
643,655,2009,"Andersson, Martin; Loof, Hans",Learning-by-Exporting Revisited: The Role of Intensity and Persistence*,SCANDINAVIAN JOURNAL OF ECONOMICS,,?,2,,,,,,,
644,661,2009,"Lee, Seung-Hyun; Makhija, Mona",FLEXIBILITY IN INTERNATIONALIZATION: IS IT VALUABLE DURING AN ECONOMIC CRISIS?,STRATEGIC MANAGEMENT JOURNAL,,1,2,,,,,,,
645,662,2009,"Podmetina, Daria; Smirnova, Maria; Vaatanen, Juha;",INNOVATIVENESS AND INTERNATIONAL OPERATIONS: CASE OF RUSSIAN R&D COMPANIES,INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT,,2,2,,,,,,,
646,2477,2009,Viviani J.L.,Export implicit financial performance: The case of french wine companies,International Food and Agribusiness Management Rev,,1,2,,,,,,,
647,456,2008,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John",The role of internationalization in explaining innovation performance,TECHNOVATION,,?,2,,,,,,,
648,621,2008,"Chi, Nai-Wen; Wu, Chih-Yun; Lin, Carol Yeh-Yun",Does training facilitate SME's performance?,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,,1,2,,,,,,,
649,640,2008,"Brock, David M.; Yaffe, Tal",International diversification and performance: The mediating role of implementation,INTERNATIONAL BUSINESS REVIEW,,?,2,,,,,,,
650,641,2008,"Echeverria, Rodrigo; Gopinath, Munisamy",EXPORT BEHAVIOUR IN THE CHILEAN AGRIBUSINESS AND FOOD PROCESSING INDUSTRY,CHILEAN JOURNAL OF AGRICULTURAL RESEARCH,,2,2,,,,,,,
651,605,2007,"Bausch, Andreas; Fritz, Thomas; Boesecke, Kathrin",PERFORMANCE EFFECTS OF INTERNATIONALIZATION STRATEGIES: A META-ANALYSIS,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMAN,,?,2,,,,,,,
652,609,2007,"Richter, Nicole",INTRA-REGIONAL SALES AND THE INTERNATIONALIZATION AND PERFORMANCE RELATIONSHIP,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMAN,,?,2,,,,,,,
653,610,2007,"Kumar, Vikas; Gaur, Ajai S.",INTERNATIONALIZATION OF INDIAN FIRMS: REGIONALIZATION PATTERNS AND IMPACT ON PERFORMANCE,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMAN,,3,2,,,,,,,
654,457,2006,"Castellani, Davide; Zanfei, Antonello","How firms differ in innovation, productivity and internationalisation","MULTINATIONAL FIRMS, INNOVATION AND PRODUCTIVITY",,?,2,,,,,,,
655,458,2006,"Bloodgood, James",Venture adolescence Internationalization and performance implications of maturation,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR ,,?,2,,,,,,,
656,591,2006,"Hsu, Chin-Chun",Internationalization and Performance: The S-curve Hypothesis and Product Diversity Effect,MULTINATIONAL BUSINESS REVIEW,,?,2,,,,,,,
657,592,2006,"Lu, Jane W.; Beamish, Paul W.",SME internationalization and performance: Growth vs. profitability,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,?,2,,,,,,,
658,2506,2006,Ural T.,The effects of firm's strategic factors on export and firm performance: A comparison of permanent and sporadic Exporters,Problems and Perspectives in Management,,?,2,,,,,,,
659,581,2005,"Hall, Graham; Silva, Ana Paula",Factors associated with the performance of UK SMEs: are they country specific?,ENTREPRENEURSHIP RESEARCH IN EUROPE: OUTCOME AND P,,1,2,,,,,,,
660,587,2005,"Mol, MJ; van Tulder, RJM; Beije, PR",Antecedents and performance consequences of international outsourcing,INTERNATIONAL BUSINESS REVIEW,,?,2,,,,,,,
661,459,2004,"Hall, Graham; Tu, Ciwen","Internationalization and size, age and profitability in the United Kingdom",HANDBOOK OF RESEARCH ON INTERNATIONAL ENTREPRENEUR,,1,2,,,,,,,
662,575,2004,"Sustar, B",Industrial structure and international competitiveness of post-communist Slovenia,POST-COMMUNIST ECONOMIES,,?,2,,,,,,,
663,576,2004,"Calantone, RJ; Cavusgil, ST; Schmidt, JB; Shin, GC",Internationalization and the dynamics of product adaptation an empirical investigation,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,,1,2,,,,,,,
664,578,2004,"Lu, JW; Beamish, PW",International diversification and firm performance: The S-CURVE hypothesis,ACADEMY OF MANAGEMENT JOURNAL,,?,2,,,,,,,
665,568,2003,"Dhanaraj, C; Beamish, PW",A resource-based approach to the study of export performance,JOURNAL OF SMALL BUSINESS MANAGEMENT,,?,2,,,,,,,
666,569,2003,"Majocchi, A; Zucchella, A",Internationalization and performance - Findings from a set of Italian SMEs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING E,,1,2,,,,,,,
667,554,2001,"Lu, JW; Beamish, PW",The internationalization and performance of SMEs,STRATEGIC MANAGEMENT JOURNAL,,?,2,,,,,,,
668,549,2000,"Daily, CM; Certo, ST; Dalton, DR",International experience in the executive suite: The path to prosperity?,STRATEGIC MANAGEMENT JOURNAL,,1,1,,,,,,,
669,551,2000,"Zahra, SA; Garvis, DM",International corporate entrepreneurship and firm performance: The moderating effect of international environmental hostility,JOURNAL OF BUSINESS VENTURING,,?,2,,,,,,,
670,523,1998,"Campi, C; La Bella, A",Analysis of the interaction between regional R&D productivity and the investment strategies of multinational enterprises,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,?,1,,,,,,,
671,159,1991,"JUNG, YJ",MULTINATIONALITY AND PROFITABILITY,JOURNAL OF BUSINESS RESEARCH,,0,1,,,,,,,
