priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
120,73,BUSINESS PERFORMANCE MANAGEMENT AND FDI: KEY DIFFERENCES BETWEEN FOREIGN AND DOMESTIC-OWNED FIRMS - A CASE OF SLOVAKIA,"Rajnoha, Rastislav; Merkova, Martina; Dobrovic, Jan; Rozsa, Zoltan",2018,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/jbem.2018.1538,https://doi.org/10.3846/jbem.2018.1538,https://scholar.google.com/scholar?q=BUSINESS%20PERFORMANCE%20MANAGEMENT%20AND%20FDI%3A%20KEY%20DIFFERENCES%20BETWEEN%20FOREIGN%20AND%20DOMESTIC-OWNED%20FIRMS%20-%20A%20CASE%20OF%20SLOVAKIA,https://openalex.org/works?search=BUSINESS%20PERFORMANCE%20MANAGEMENT%20AND%20FDI%3A%20KEY%20DIFFERENCES%20BETWEEN%20FOREIGN%20AND%20DOMESTIC-OWNED%20FIRMS%20-%20A%20CASE%20OF%20SLOVAKIA,https://api.unpaywall.org/v2/10.3846%2Fjbem.2018.1538,,,,,,,,,,,,,,,,,Firm performance,FDI,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:FDI,3,,TO_EXTRACT,TO_EXTRACT,FDI/investment,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
121,82,Local Externalities and Firm Internationalisation,"Burlina, Chiara",2017,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,10.1111/tesg.12224,https://doi.org/10.1111/tesg.12224,https://scholar.google.com/scholar?q=Local%20Externalities%20and%20Firm%20Internationalisation,https://openalex.org/works?search=Local%20Externalities%20and%20Firm%20Internationalisation,https://api.unpaywall.org/v2/10.1111%2Ftesg.12224,,,,,,,,,,,,,,,,,TO_EXTRACT,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,,TO_EXTRACT,TO_EXTRACT,General DOI,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
122,90,How does the geographic export diversification-performance relationship vary at different levels of export intensity?,"Boehe, Dirk Michael; Jimenez, Alfredo",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.03.011,https://doi.org/10.1016/j.ibusrev.2016.03.011,https://scholar.google.com/scholar?q=How%20does%20the%20geographic%20export%20diversification-performance%20relationship%20vary%20at%20different%20levels%20of%20export%20intensity%3F,https://openalex.org/works?search=How%20does%20the%20geographic%20export%20diversification-performance%20relationship%20vary%20at%20different%20levels%20of%20export%20intensity%3F,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2016.03.011,,,,,,,,,,,,,,,,,Firm performance,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:export-diversification→firm-performance,3,TBD,TO_EXTRACT,TO_EXTRACT,Export,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
123,97,INTERNATIONALISATION OF SMES AND SIMULTANEOUS STRATEGIES OF COOPERATION AND COMPETITION: AN EXPLORATORY ANALYSIS,"Galdeano-Gomez, Emilio; Perez-Mesa, Juan C.; Aznar-Sanchez, Jose A.",2016,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2014.959040,https://doi.org/10.3846/16111699.2014.959040,https://scholar.google.com/scholar?q=INTERNATIONALISATION%20OF%20SMES%20AND%20SIMULTANEOUS%20STRATEGIES%20OF%20COOPERATION%20AND%20COMPETITION%3A%20AN%20EXPLORATORY%20ANALYSIS,https://openalex.org/works?search=INTERNATIONALISATION%20OF%20SMES%20AND%20SIMULTANEOUS%20STRATEGIES%20OF%20COOPERATION%20AND%20COMPETITION%3A%20AN%20EXPLORATORY%20ANALYSIS,https://api.unpaywall.org/v2/10.3846%2F16111699.2014.959040,,,,,,,,,,,,,,,,,TO_EXTRACT,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,,TO_EXTRACT,TO_EXTRACT,General DOI,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
124,117,Strategic capability configurations for the internationalization of SMEs: A study in equifinality,"Raymond, Louis; St-Pierre, Josee",2013,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242610391325,https://doi.org/10.1177/0266242610391325,https://scholar.google.com/scholar?q=Strategic%20capability%20configurations%20for%20the%20internationalization%20of%20SMEs%3A%20A%20study%20in%20equifinality,https://openalex.org/works?search=Strategic%20capability%20configurations%20for%20the%20internationalization%20of%20SMEs%3A%20A%20study%20in%20equifinality,https://api.unpaywall.org/v2/10.1177%2F0266242610391325,,,,,,,,,,,,,,,,,TO_EXTRACT,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,,TO_EXTRACT,TO_EXTRACT,General DOI,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
125,123,"Export propensity, export intensity and firm performance: The role of the entrepreneurial founding team","Ganotakis, Panagiotis; Love, James H.",2012,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2012.16,https://doi.org/10.1057/jibs.2012.16,https://scholar.google.com/scholar?q=Export%20propensity%2C%20export%20intensity%20and%20firm%20performance%3A%20The%20role%20of%20the%20entrepreneurial%20founding%20team,https://openalex.org/works?search=Export%20propensity%2C%20export%20intensity%20and%20firm%20performance%3A%20The%20role%20of%20the%20entrepreneurial%20founding%20team,https://api.unpaywall.org/v2/10.1057%2Fjibs.2012.16,,,,,,,,,,,,,,,,,Firm performance,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:export-intensity|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,Export,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
126,127,A longitudinal study of the relationship between export activity and innovation in the Spanish firm: The moderating role of productivity,"Monreal-Perez, Joaquin; Aragon-Sanchez, Antonio; Sanchez-Marin, Gregorio",2012,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.09.010,https://doi.org/10.1016/j.ibusrev.2011.09.010,https://scholar.google.com/scholar?q=A%20longitudinal%20study%20of%20the%20relationship%20between%20export%20activity%20and%20innovation%20in%20the%20Spanish%20firm%3A%20The%20moderating%20role%20of%20productivity,https://openalex.org/works?search=A%20longitudinal%20study%20of%20the%20relationship%20between%20export%20activity%20and%20innovation%20in%20the%20Spanish%20firm%3A%20The%20moderating%20role%20of%20productivity,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2011.09.010,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:export-productivity,3,LAB,Spain,Europe,Export,Innovation/other,Panel likely,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
127,130,Do Export Status and Export Intensity Increase Firm Performance?,"Abor, Joshua",2011,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.20386,https://doi.org/10.1002/tie.20386,https://scholar.google.com/scholar?q=Do%20Export%20Status%20and%20Export%20Intensity%20Increase%20Firm%20Performance%3F,https://openalex.org/works?search=Do%20Export%20Status%20and%20Export%20Intensity%20Increase%20Firm%20Performance%3F,https://api.unpaywall.org/v2/10.1002%2Ftie.20386,,,,,,,,,,,,,,,,,Firm performance,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,Export,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
128,137,Export behavior and productivity growth: Evidence from Italian manufacturing firms,"Castellani, D",2002,WELTWIRTSCHAFTLICHES ARCHIV-REVIEW OF WORLD ECONOMICS,10.1007/bf02707654,https://doi.org/10.1007/bf02707654,https://scholar.google.com/scholar?q=Export%20behavior%20and%20productivity%20growth%3A%20Evidence%20from%20Italian%20manufacturing%20firms,https://openalex.org/works?search=Export%20behavior%20and%20productivity%20growth%3A%20Evidence%20from%20Italian%20manufacturing%20firms,https://api.unpaywall.org/v2/10.1007%2Fbf02707654,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:export-productivity,2,LAB,Italy,Europe,Export,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
129,175,Configuring international entrepreneurial orientation and dynamic internationalization capability to predict international performance,"Mostafiz, Md Imtiaz; Ahmed, Farhad Uddin; Tardios, Janja; Hughes, Paul; Tarba, Shlomo Y.",2025,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2024.102275,https://doi.org/10.1016/j.ibusrev.2024.102275,https://scholar.google.com/scholar?q=Configuring%20international%20entrepreneurial%20orientation%20and%20dynamic%20internationalization%20capability%20to%20predict%20international%20performance,https://openalex.org/works?search=Configuring%20international%20entrepreneurial%20orientation%20and%20dynamic%20internationalization%20capability%20to%20predict%20international%20performance,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2024.102275,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
130,192,The Performance of Decision-Making Strategies in SME Internationalization: The Role of Host Market's Institutional Development,"Johanson, Martin; Oliveira, Luis",2024,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-024-00534-8,https://doi.org/10.1007/s11575-024-00534-8,https://scholar.google.com/scholar?q=The%20Performance%20of%20Decision-Making%20Strategies%20in%20SME%20Internationalization%3A%20The%20Role%20of%20Host%20Market%27s%20Institutional%20Development,https://openalex.org/works?search=The%20Performance%20of%20Decision-Making%20Strategies%20in%20SME%20Internationalization%3A%20The%20Role%20of%20Host%20Market%27s%20Institutional%20Development,https://api.unpaywall.org/v2/10.1007%2Fs11575-024-00534-8,,,,,,,,,,,,,,,,,Market performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Market-based,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
131,200,The role of internationalisation in moderating the impact of ESG disclosure on financial performance,"Soesetio, Yuli; Siswanto, Ely; Subagyo, Muhammad; Fuad, Muhammad; Rudiningtyas, Dyah Arini; Astutik, Siti",2024,ECONOMICS AND BUSINESS REVIEW,10.18559/ebr.2024.3.1217,https://doi.org/10.18559/ebr.2024.3.1217,https://scholar.google.com/scholar?q=The%20role%20of%20internationalisation%20in%20moderating%20the%20impact%20of%20ESG%20disclosure%20on%20financial%20performance,https://openalex.org/works?search=The%20role%20of%20internationalisation%20in%20moderating%20the%20impact%20of%20ESG%20disclosure%20on%20financial%20performance,https://api.unpaywall.org/v2/10.18559%2Febr.2024.3.1217,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization|financial-perf,3,financial_perf,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
132,202,The Role of Digitalization in Cross-Border E-Commerce Performance of Italian SMEs,"Dallocchio, Maurizio; Lambri, Marcello; Sironi, Emiliano; Teti, Emanuele",2024,SUSTAINABILITY,10.3390/su16020508,https://doi.org/10.3390/su16020508,https://scholar.google.com/scholar?q=The%20Role%20of%20Digitalization%20in%20Cross-Border%20E-Commerce%20Performance%20of%20Italian%20SMEs,https://openalex.org/works?search=The%20Role%20of%20Digitalization%20in%20Cross-Border%20E-Commerce%20Performance%20of%20Italian%20SMEs,https://api.unpaywall.org/v2/10.3390%2Fsu16020508,,,,,,,,,,,,,,,,,Firm performance,TO_EXTRACT,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:cross-border-e-commerce→firm-performance,3,,Italy,Europe,TO_EXTRACT,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
133,206,Firm productivity and manufacturing exports in transition economies: An institutional and trade geography perspective,"Khasanov, Shokhrukh; Hiwatari, Masato",2024,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,10.1007/s10368-024-00629-5,https://doi.org/10.1007/s10368-024-00629-5,https://scholar.google.com/scholar?q=Firm%20productivity%20and%20manufacturing%20exports%20in%20transition%20economies%3A%20An%20institutional%20and%20trade%20geography%20perspective,https://openalex.org/works?search=Firm%20productivity%20and%20manufacturing%20exports%20in%20transition%20economies%3A%20An%20institutional%20and%20trade%20geography%20perspective,https://api.unpaywall.org/v2/10.1007%2Fs10368-024-00629-5,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:export-productivity,3,LAB,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
134,210,"Outward Foreign Direct Investment, Restructuring and Performance Upgrading: Firm-level Evidence from Portugal","Barbosa, Natalia",2023,GLOBAL BUSINESS REVIEW,10.1177/0972150920916035,https://doi.org/10.1177/0972150920916035,https://scholar.google.com/scholar?q=Outward%20Foreign%20Direct%20Investment%2C%20Restructuring%20and%20Performance%20Upgrading%3A%20Firm-level%20Evidence%20from%20Portugal,https://openalex.org/works?search=Outward%20Foreign%20Direct%20Investment%2C%20Restructuring%20and%20Performance%20Upgrading%3A%20Firm-level%20Evidence%20from%20Portugal,https://api.unpaywall.org/v2/10.1177%2F0972150920916035,,,,,,,,,,,,,,,,,Firm performance,OFDI,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:FDI,3,TBD,TO_EXTRACT,TO_EXTRACT,FDI/investment,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
135,233,Network cooperation and economic performance of SMEs: Direct and mediating impacts of innovation and internationalisation,"Singh, Rashmeet; Chandrashekar, Deepak; Hillemane, Bala Subrahmanya Mungila; Sukumar, Arun; Jafari-Sadeghi, Vahid",2022,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2022.04.032,https://doi.org/10.1016/j.jbusres.2022.04.032,https://scholar.google.com/scholar?q=Network%20cooperation%20and%20economic%20performance%20of%20SMEs%3A%20Direct%20and%20mediating%20impacts%20of%20innovation%20and%20internationalisation,https://openalex.org/works?search=Network%20cooperation%20and%20economic%20performance%20of%20SMEs%3A%20Direct%20and%20mediating%20impacts%20of%20innovation%20and%20internationalisation,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2022.04.032,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
136,256,Trade Shows and SME Internationalisation: Networking for Performance,"Gerschewski, Stephan; Evers, Natasha; Anh Tuan Nguyen; Froese, Fabian Jintae",2020,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-020-00421-y,https://doi.org/10.1007/s11575-020-00421-y,https://scholar.google.com/scholar?q=Trade%20Shows%20and%20SME%20Internationalisation%3A%20Networking%20for%20Performance,https://openalex.org/works?search=Trade%20Shows%20and%20SME%20Internationalisation%3A%20Networking%20for%20Performance,https://api.unpaywall.org/v2/10.1007%2Fs11575-020-00421-y,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
137,275,"From domestic to exporter, what happens? Evidence for Spanish manufacturing firms","Serrano, Javier; Myro, Rafael",2019,STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,10.1016/j.strueco.2019.01.005,https://doi.org/10.1016/j.strueco.2019.01.005,https://scholar.google.com/scholar?q=From%20domestic%20to%20exporter%2C%20what%20happens%3F%20Evidence%20for%20Spanish%20manufacturing%20firms,https://openalex.org/works?search=From%20domestic%20to%20exporter%2C%20what%20happens%3F%20Evidence%20for%20Spanish%20manufacturing%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.strueco.2019.01.005,,,,,,,,,,,,,,,,,TO_EXTRACT,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,I,INCL:domestic-to-exporter→productivity-outcomes,3,,Spain,Europe,Export,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
